,Unnamed: 0,parent_id,district,districtId,label,municipality,message_id,text,createdOn,updatedOn
936,13917,23l8d1,Agder Politidistrikt,205,1,Tvedestrand,23l8d1-0,kl :. politi kontroller båtfør ved gjeving. det er mistank om at han har ført båt i påvirk tilstand. nødvend prøv sikr og båtførerbevis beslutt beslaglagt.,2023-07-22 04:30:22.993416300+00:00,
942,17472,2362b5,Sør-Øst Politidistrikt,204,1,Drammen,2362b5-0,: - politi er på strømsø torg ett melding om en slosskamp. en person blør fra lepp og blir tilsett av ambulansepersonell. den andr person har gått fra stedet.,2023-05-27 20:18:58.493904600+00:00,
951,12832,23wqt5,Møre og Romsdal Politidistrikt,208,7,Molde,23wqt5-0,meld om jordskred i vistdalen. uklart om noen er tatt av skredet. nødetat er på utrykning til stedet.,2023-07-30 15:34:57.408764200+00:00,
953,12253,23h9bz,Agder Politidistrikt,205,11,Arendal,23h9bz-0,kl . politibåt stans båt i tromøysund der før mistenk for promillekjøring. prøv sikr og sak vil bli opprettet.,2023-08-05 00:34:31.925226700+00:00,
958,13071,23m9g9,Nordland Politidistrikt,210,10,Vågan,23m9g9-0,"oppsummer høllafestivalen: vel avvikl arrangement, god stemning. en person bortvist grunn ordensforstyrrelse, noen mindr hend som løst seg selv uten politi inngrep.",2023-07-28 22:49:36.682420400+00:00,
961,10420,23m3ct,Sør-Øst Politidistrikt,204,0,Horten,23m3ct-0,"meld kom hjem kl , og tok en tyv på fersk ved hageport sin. ble truet med kniv av tyven. patrulj raskt til stedet, og pågrep ei lokal dam i -årene. vi fant kniv på henne. ble anmeld og pågrepet. kjørt arrest.",2023-08-18 02:59:57.763928+00:00,
964,7808,23f0bk,Troms Politidistrikt,211,12,Tromsø,23f0bk-0,politi rykk ut til en privatadress ett melding om bråk på stedet. en person er pågrep ett å ha utøvd vold mot fler personer. ing skal vær alvor skadd. sak opprettes.,2023-09-04 17:45:22.787620400+00:00,
969,8080,23gvsn,Nordland Politidistrikt,210,0,Rana,23gvsn-0,"ett tip fra publikum har politi komm over en mann i årene, som hadd stjål en el-moped. mann blir anmeld og el-sykkel er tilbakelever eier.",2023-09-02 18:12:55.094065400+00:00,
972,17138,23rdcg,Sør-Øst Politidistrikt,204,4,Drammen,23rdcg-0,kl : - politi har gjennomført en åstedsundersøk ved dråp ett melding om at noen i løp av natt hadd brutt seg inn i en inngjerd container. det var borttatt divers håndverktøy fra stedet.,2023-06-05 16:20:13.257274500+00:00,
973,3444,23m412,Vest Politidistrikt,207,1,Bergen,23m412-0,kl : melding om trussel med kniv. oppstått ifbm at meld vart spurt om pengar. vart trua idet han avvist førespurnaden. politi leit ett mistenkt og er i kontakt med den fornærma. ing som er skadd.,2023-10-02 18:52:24.961084800+00:00,
975,11693,233s51,Nordland Politidistrikt,210,1,Rana,233s51-0,overstad berus mor hjemm alen med lit barn. bekymr familiemedlem hadd problem med å få kontakt med moren. politi har vært på sted og bistått. barn tas hånd om av besteforeldre. barnevern varslet.,2023-08-08 23:55:53.638880700+00:00,
977,11039,23z50v,Sør-Øst Politidistrikt,204,1,Tønsberg,23z50v-0,"politi har bortvist en kvinn i -år fra sentrum, ett en ordensforstyrr på farmandstorget. kvinn hadd utager atferd. det har ikk blitt utøvd vold på stedet.",2023-08-13 16:11:55.641697800+00:00,
978,7149,23kg79,Innlandet Politidistrikt,203,8,Østre Toten,23kg79-0,"vi søk ett en hvit mazd cx mod regnr jd, bil er hjemmehør på lena, vi ant den kan vær i områd gjøvik / toten, tip til .",2023-09-08 22:34:50.524528800+00:00,
982,7595,23ktlt,Agder Politidistrikt,205,5,Birkenes,23ktlt-0,nødetat har rykk ut til bedrift på birkeland. lekkasj i et rør og flyt glass renn ut i bygget: samt på bedrift er evakuer og ing skal vær skadet. det jobb med nedkjøling på stedet. ikk spredningsfar ell eksplosjonsfare.,2023-09-06 11:07:18.787110300+00:00,
983,11785,23glv5,Vest Politidistrikt,207,1,Lærdal,23glv5-0,kl. - jordras: meld om stort jordr på strekning mot gaml fergekaien. trær og stor vannmengder. ing person ell kjøretøy observer tatt av raset. uviss størr pr nå. veien er sperret. politi- og brannmannskap er på staden.,2023-08-08 14:03:03.424027100+00:00,
984,11265,23kmg5,Møre og Romsdal Politidistrikt,208,12,Ålesund,23kmg5-0,"aggressiv og berus person kjør til arresten, ålesund. vedkomm har slått til fler personer. sak opprettes.",2023-08-12 00:49:02.153771300+00:00,
1013,4920,23652n,Trøndelag Politidistrikt,209,5,Melhus,23652n-0,"kl : nødetat rykk ut til melding om trafikkulykke. bil har kjørt på en elg, og har havn på taket. det er son på stedet. før har komm seg ut av bil og er bevisst",2023-09-23 06:41:41.393886200+00:00,
1018,6478,23g058,Agder Politidistrikt,205,6,Lillesand,23g058-0,kl. . melding om innbrudd i en garasj i tingsakerli i løp av natten. også vært inn i en bil. det skal vær stjål kjennemerker. politi undersøk åstedet. dersom publikum har sett noe i natt i områd ta kontakt med politi på tlf. .,2023-09-13 06:58:26.185441400+00:00,
1019,5531,23xrmj,Øst Politidistrikt,202,4,Lillestrøm,23xrmj-0,e sydgå ved lindeberg: kjedekollisjon mellom tre biler. all tre person involver skal vær ute av bilene. en person klag på smert i nakken. nødetat på vei. trafikk går forbi i ett felt.,2023-09-19 04:57:09.365170900+00:00,
1021,2443,2311cd,Troms Politidistrikt,211,1,Harstad,2311cd-0,en mann i åren anmeld for å ha brutt kontakt- og besøksforbud han er ilagt overfor en slektning. mann er bortvist fra stedet. sak opprettes.,2023-10-09 06:59:28.786233+00:00,
1023,11887,23p24m,Trøndelag Politidistrikt,209,12,Trondheim,23p24m-0,"meld om fler ungdomm i slåsskamp. avslutt når patrulj kom fram. ing skadde, ing som vil forklar seg. to stk ble bortvist fra stedet.",2023-08-07 16:17:35.295886200+00:00,
1026,4305,23bm9g,Vest Politidistrikt,207,5,Bremanger,23bm9g-0,lastebil har kjørt utfor vei. ligg på siden. ing personskade. nødetat på vei.,2023-09-27 03:52:35.125265500+00:00,
1034,5457,233c6k,Sør-Øst Politidistrikt,204,12,Skien,233c6k-0,politi ønsk å komm i kontakt med vitn som kan ha observer en jent som ble angrep på torg bak arkad i skien om lag klokk . ring for kontakt med politiet.,2023-09-19 14:36:24.413237800+00:00,
1035,14587,23b1bx,Trøndelag Politidistrikt,209,5,Trondheim,23b1bx-0,ambulans og politi er på en privatadress da en -år gammel mann har skutt seg selv med pistol. trol vært et vådeskudd i forbind med nedspenning av sleiden. mann ble truff i et kne og blir frakt til sykehuset.,2023-07-16 12:17:21.243427100+00:00,
1038,6191,23g0jc,Trøndelag Politidistrikt,209,11,Trøndelag politidistrikt,23g0jc-0,"båt funn driv mellom frost og lade. snakk om en limegrønn hasl summer-fun, , m lang og med suzuki båtmotor , hk. denn er frakt til land. eier av båt kan ring . bild av båt lagt ut på x.",2023-09-14 18:56:44.163259200+00:00,
1040,750,232m9d,Troms Politidistrikt,211,9,Tromsø,232m9d-0,denn melding har blitt trukket.,2023-10-19 17:44:05.946347400+00:00,
1049,9527,238xn1,Trøndelag Politidistrikt,209,2,Namsos,238xn1-0,meld om skadeverk i områd rund amfi. politi påtraff rikt person som erkjent å ha vært litt hardhend mot noen skilt og kast litt strøsand ved inngangen. person lov å ta kontakt med amfi ettertid for å rydd oppett seg.,2023-08-24 03:47:16.655680+00:00,
1054,576,23s877,Agder Politidistrikt,205,12,Vennesla,23s877-0,"kl . politi og ambulans har rykk ut til privat adress lik nord for sentrum ett melding om voldshend på stedet. en person får tilsyn av helsepersonell, ved bevissthet, skadegrad ell er ukjent. politi har kontroll på mistenkt gjerningsperson.",2023-10-20 23:16:57.805564800+00:00,
1055,9104,236w2c,Trøndelag Politidistrikt,209,4,Trondheim,236w2c-0,politi og ambulans på vei til utforkjøring av mc-før som er våken.,2023-08-26 15:46:28.073656100+00:00,
1056,10583,23npf4,Øst Politidistrikt,202,12,Moss,23npf4-0,denn melding har blitt trukket.,2023-08-16 19:52:11.457318200+00:00,
1059,2484,23sn7k,Agder Politidistrikt,205,1,Kristiansand,23sn7k-0,"melding om smell/skudd på grim, politi er på sted for å undersøk forholdet.",2023-10-08 17:41:36.574120700+00:00,
1070,2673,23dpfx,Trøndelag Politidistrikt,209,13,Trondheim,23dpfx-0,melding om fler ungdomm som plag kund og sprayer såp på vindu ved mcdonalds. politi er nå på stedet.,2023-10-07 21:58:58.509351700+00:00,
1074,16066,23bffz,Sør-Øst Politidistrikt,204,0,Tønsberg,23bffz-0,kl : - vaktselskap meld om innbruddsalarm fra en byggvarebedrift. politi rykk ut. på sted fremsto det som noen hadd brutt seg inn. politi opprett en sak på forholdet.,2023-06-29 00:03:38.261559600+00:00,
1080,5313,23h5h5,Sør-Øst Politidistrikt,204,12,Skien,23h5h5-0,"politi er på sted og snakk med en person som har dytt og spytt på en vekter. vedk. ble bedt om å forlat senter av vekteren, men nekt å etterkomm dette. sak blir opprett for vider etterforskning.",2023-09-20 13:19:39.273801700+00:00,
1084,10694,23r83z,Trøndelag Politidistrikt,209,9,Steinkjer,23r83z-0,til obs for veifar på e ved knedalsbukta. det går ei ku lang veien. vi prøv å få tak i bonden.,2023-08-16 06:41:33.882579800+00:00,
1086,5852,23lzm7,Agder Politidistrikt,205,13,Kristiansand,23lzm7-0,"vi har vært på sted ett melding om knust vindu på offent bygg på tinnheia. fremstår som ett rent skadeverk, ikk noe som tyd på at noe er stjålet. vi opprett sak.",2023-09-16 22:23:56.564003+00:00,
1088,1310,23ck42,Sør-Øst Politidistrikt,204,5,Larvik,23ck42-0,nødetat rykk ut ett melding om kollisjon mellom lastebil og personbil.,2023-10-16 05:27:19.139835800+00:00,
1094,8085,23djtw,Møre og Romsdal Politidistrikt,208,7,Ålesund,23djtw-0,meld om små gummibåter. i skipsleia. noen av per kan ha vansker. hrs orientert. brannbåt til stedet. per og gummibåt der. ing probl. siktproblem samt ikk lys gjør at de må avslutte. dett vill de gjøre. brannbåt følg med til de er på land.,2023-09-02 17:35:05.445419800+00:00,
1100,9549,23qqvg,Sør-Øst Politidistrikt,204,4,Porsgrunn,23qqvg-0,saktegå trafikk i hovettunnel søndr løp. en lastebil har vært opp i tunneltak med sin last. last må flytt til ann transport. politi er på sted og avvent ny transport. ing er fysisk skadet.,2023-08-23 18:57:36.498594800+00:00,
1102,11336,23xlxs,Sør-Øst Politidistrikt,204,7,Modum,23xlxs-0,politi fikk melding om at broa over døvikfoss mul begynt å slit med de stor vannmass og at det skull vær en glipp i ekspansjonsskjøt - eksper på sted konkluder med at den har vært slik fra før - ing far - bro åpen igjen.,2023-08-11 14:57:59.722363100+00:00,
1108,16963,23f099,Sør-Øst Politidistrikt,204,1,Porsgrunn,23f099-0,"kl : - publikum meld om en berus mann som kjørt båt. politi fikk kontroll på båtfører, mann i årene. han mistenk for kjøring i alkoholpåvirk tilstand. fremstilt for prøvetaking og anmeld for forholdet.",2023-06-10 23:32:01.398543900+00:00,
1122,15800,2368qt,Sør-Øst Politidistrikt,204,0,Ringerike,2368qt-0,": politi mottok melding om tyveri fra lokal matbutikk. gjerningspersonen, en mann i -år hadd dratt fra stedet. raskt lokaliser av en patrulj på gjerningsperson bosted. sak opprett samt bortvist fra matbutikken.",2023-07-06 10:03:44.634363100+00:00,
1129,4130,23lv9x,Sør-Øst Politidistrikt,204,5,Nore og Uvdal,23lv9x-0,: kom det inn melding om trafikkuhell ifm påkjørsel av dyr. ing personskader. brannvesen har vært på stedet. det var to bil som hadd kjørt på et dyr. bil hadd ikk kollider med hverandre.,2023-09-28 06:45:37.861685600+00:00,
1146,8520,23z7pb,Innlandet Politidistrikt,203,12,Gran,23z7pb-0,politi er på gran ifm melding om knivstikking nettopp. pasient er tatt hånd om av helse. ikk livstruende. vitn til hend bes ta kontakt med politi på . oppdateres.,2023-08-30 18:03:57.253864100+00:00,
1151,1746,23gv04,Agder Politidistrikt,205,6,Lindesnes,23gv04-0,kl. . melding om innbrudd i bil i heggestien. stjål noe verktøy. politi har lett i områd uten å finn noen mistenkte. forhold anmeldes.,2023-10-13 22:30:57.754696800+00:00,
1154,1913,23qbxb,Nordland Politidistrikt,210,4,Meløy,23qbxb-0,melding om front mot front mellom lastebil og personbil på fv.. en person i bilen. er bevisst. nødetat er på tur. oppdater her.,2023-10-12 19:21:56.398086800+00:00,
1155,2437,234905,Trøndelag Politidistrikt,209,13,Trondheim,234905-0,vi er på veg til nidarosdom ett å ha fått melding om gravstøtt som er velt i løp av helga.,2023-10-09 07:13:21.600579900+00:00,
1157,4145,23s9bx,Vest Politidistrikt,207,0,Bergen,23s9bx-0,"kl : damsgård, innbrudd i sykkelbod. to menn forsøkt å stjel sykler, men de ble oppdag av beboerne. de forsøkt å hold menn igjen, men de klart å riv seg løs. en av menn ble pågrep av politi i nærheten. politi søk ett den andr mannen.",2023-09-28 04:03:09.572423800+00:00,
1158,3996,23xsg4,Trøndelag Politidistrikt,209,5,Melhus,23xsg4-0,nødetat rykk ut på trafikkulykk på melhus. en motorsyklist som har kjørt seg av. melding går ut på at det ikk er andr involver i ulykken. e nordgående. det er full stan i trafikken.,2023-09-29 05:37:05.050532600+00:00,
1159,2884,23plnn,Øst Politidistrikt,202,4,Nannestad,23plnn-0,nødetat har rykk ut til front mot front. fremstår alvorlig. luftambulans på vei. oppdateres.,2023-10-06 17:14:48.781909400+00:00,
1160,3202,239xjc,Trøndelag Politidistrikt,209,0,Trondheim,239xjc-0,politi har pågrep en mann person i personbil som er meld stjålet.,2023-10-04 15:27:42.904108100+00:00,
1169,9606,238r31,Trøndelag Politidistrikt,209,4,Trondheim,238r31-0,kl. melding om sammenstøt mellom syklist og bil. pasient/syklist frakt til legevakt for sjekk. vi undersøk omstendighetene.,2023-08-23 14:12:17.738161200+00:00,
1173,12182,2311xj,Agder Politidistrikt,205,4,Birkenes,2311xj-0,"melding om trafikkulykke. en person som har vært passasj på mc er skadet, men ved bevissthet. nødetat på vei. forøvr ukjent hendelsesforløp pr.nå.",2023-08-05 14:17:14.112331800+00:00,
1182,12209,233xzb,Nordland Politidistrikt,210,2,Andøy,233xzb-0,"politi har pågrep mann i årene, for hensynsløs adferd. han har stans en ann bil, som ble ført av et familiemedlem og nekt denn å kjør videre. har vært trafikal utfordring på stedet, sid bil ble ståend midt i veien.",2023-08-05 10:06:56.445992900+00:00,
1192,14381,23696b,Møre og Romsdal Politidistrikt,208,7,Tingvoll,23696b-0,#skjevlingsvågen. mindr båt observer med motor i gang i fjæra. ing person er observert. nødetat er på vei til stedet. sar queen er på vei i fra ørlandet. sak oppdateres.,2023-07-18 10:02:27.137031500+00:00,
1193,10566,23b09k,Sør-Øst Politidistrikt,204,7,Færder,23b09k-0,"politi og andr let ett ei savn dam - sist sett ved -tiden. hun er i slutt av tenår iført blå jakke, hvit caps, shorts, gummistøvl - har langt rødt hår. vi ønsk tip om noen har sett henne.",2023-08-16 23:24:37.080466100+00:00,
1197,11059,23p73f,Vest Politidistrikt,207,12,Bergen,23p73f-0,"meld om slåssing mellom to menn, en slag og kuttskader, legevakt for behandling. mistenkt funn i nærområdet, i besitt av to kniv og en antatt stjål sykkel. pågrep og satt i arrest. vi snakk med vitn og opprett sak.",2023-08-13 12:25:57.854930400+00:00,
1200,8200,234wlf,Øst Politidistrikt,202,6,Nordre Follo,234wlf-0,kl :. melding om pågå innbrudd i en forretning i myrfaret. da politi kom til sted så de en person løp vekk. en tv stod igj på bakken. det ble søkt i områd uten å finn gjerningsmannen. politihelikopter ble også brukt i søket.,2023-09-01 23:48:47.239601700+00:00,
1208,9638,23w570,Trøndelag Politidistrikt,209,5,Trondheim,23w570-0,melding om trafikkulykk i strindvegen. ikk alvor skadeomfang. airbag skal vær utløst i den ene bilen. politi på vei til stedet. bil involvert.,2023-08-23 09:50:06.874045600+00:00,
1214,12413,23lrhp,Sør-Øst Politidistrikt,204,4,Skien,23lrhp-0,"patrulj stans to mopedist - ett at de to førern hadd kjørt uaktsomt, bla brutt vikeplikt og kjørt ved sid av hverandr og spark mot hverandre. en av part var ei lokal jent i tenår -og den andr var en gutt i tenår fra bø. begg anmeldt.",2023-08-03 17:15:07.775050700+00:00,
1223,17118,23fr88,Sør-Øst Politidistrikt,204,5,Tønsberg,23fr88-0,: nødetat på vei ett melding om arbeidsulykke. to person har pust inn etanol. trol ikk alvor personskade. skal ikk vær far for andre. nødetat undersøk omfang og hendelsesforløpet.,2023-06-06 08:32:26.307093800+00:00,
1228,13214,23m0d7,Agder Politidistrikt,205,11,Arendal,23m0d7-0,kl . politibåt har i kveld kontroll en rekk båt i arendal og omegn. totalt forenkl forelegg er utsted til båtfører som kjørt for fort.,2023-07-27 20:24:06.996990300+00:00,
1229,8983,23gj9t,Sør-Øst Politidistrikt,204,0,Larvik,23gj9t-0,kl. : politi rykk ut ett melding om tyveri av dekk fra et dekksenter. politi stans en mann i åren i en varebil lik i nærheten. han hadd dekk i bil som er returner forretningen. mann anmeld for forhold og er dimmiter ett avhør.,2023-08-27 05:43:39.919475700+00:00,
1230,9180,236rkc,Troms Politidistrikt,211,12,Tromsø,236rkc-0,"kl ble en patrulj kontakt av en voldsutsatt person. gjerningsperson hadd forlatt stedet, men noen hadd film hend og person ble gjenkjent som samm person som i en ann voldshendelse. vedkomm ble lokaliser og anhold av patr. anmeldes.",2023-08-26 03:55:30.471171800+00:00,
1234,5596,23f90q,Agder Politidistrikt,205,4,Kristiansand,23f90q-0,nødetat rykk ut til melding om trafikkulykk på langenesvei ved søv i søgne. en bil skal ha velt og ligg på siden.,2023-09-18 14:07:50.963355+00:00,
1237,4909,23633h,Troms Politidistrikt,211,0,Tromsø,23633h-0,en vekt stans en mann som hadd stjål stk -pakning med øl fra en butikk i sentrum. tyv var verbalt aggressiv og nekt å gi fra seg tyvegodset. politi ble tilkalt og kom til stedet. mann ble fratatt tyvegods og informer om at han blir anmeldt.,2023-09-23 09:42:30.353842400+00:00,
1240,7820,238c2r,Vest Politidistrikt,207,12,Bergen,238c2r-0,politi i områd ett melding om - person sloss i bakgård. og meld at det mog var observer kniv. løp i all forskjel retning lik før politi ankom. politi kontroll på nokon av dei. er mindreårige. ikkj meld om skadde.,2023-09-04 17:04:31.428928300+00:00,
1248,2707,23hdnp,Møre og Romsdal Politidistrikt,208,12,Ålesund,23hdnp-0,en mann har kontakt politi og sier at han er blitt slått i ansikt av en person. mann hadd fått skad i kjeven. gjerningsmann er kjent for politiet. det blir søkt ett han. vitn til hend blir avhørt av politiet. den skadd blir tilsett av helse.,2023-10-07 17:38:06.096927800+00:00,
1263,8140,23bj5f,Innlandet Politidistrikt,203,0,Elverum,23bj5f-0,meld om innbrudd i salgsboder. borttatt en rekk kolli kioskvarer. tatt seg inn i bod ved å knekk en hengelås og et vindu med gitter. en del av var funn igj gjemt i nærområdet. forhold anmeldes. politi har undersøkt åstedet.,2023-09-02 11:04:25.426686400+00:00,
1273,12954,2339t3,Sør-Øst Politidistrikt,204,4,Holmestrand,2339t3-0,"øvr trafikant vist handlekraft, da de fikk stans en svært berus tilfør i hanekleiva. føreren, en mann fra sandefjord i -år - nærmest velt ut av kjøretøy med ei vodk flask i hånden. ved vår ankomst fremstår han lit samarbeidsvillig.",2023-07-29 17:33:48.140989700+00:00,
1274,4008,23c1kz,Trøndelag Politidistrikt,209,1,Trondheim,23c1kz-0,politi har pågrep en mann ifm en tildrag ved et utested i midtbyen. mistenkt ble stans i en taxi som han forsøkt å komm seg vekk fra sted i. person var lit samarbeidsvillig. funn en stjål telefon på mistenkte. pågrep og satt i arrest.,2023-09-29 01:59:09.384445800+00:00,
1283,7999,23f368,Nordland Politidistrikt,210,1,Nordland politidistrikt,23f368-0,"svært rol natt for politiet. hva gjeld countryfestivalen, lekn i lofoten, og fæsterålen, sortland, så har de forløpt svært bra. politi er meg fornøyd.",2023-09-03 05:01:46.837555600+00:00,
1285,15799,23lcqd,Vest Politidistrikt,207,5,Stad,23lcqd-0,e ved nor bru har ein utanlandsk bil treft veggjerdet. airbag utløyst men ikkj meld om personskade. ei kvinn i bilen. nødetata er på veg.,2023-07-06 10:16:24.536969800+00:00,
1289,5269,23dg8d,Vest Politidistrikt,207,5,Voss,23dg8d-0,to bil involver i trafikkulykke. stor materiell skadar. personar. all ute av bil og medvitne.,2023-09-20 17:55:56.747819600+00:00,
1292,11746,23h9dn,Sør-Øst Politidistrikt,204,8,Drammen,23h9dn-0,"kl : melding om to savn jent fra områd fjell. vi søk i områd med fler patruljer. jent er begg år og mørkhudet, den ene har grønn regndress og den andr har ros regndress. ring politi på ved observasjon.",2023-08-08 17:25:05.891519100+00:00,
1297,7294,230002,Sør-Øst Politidistrikt,204,0,Drammen,230002-0,kl : - up kontroller en personbil ført av en mann i årene. mann hadd ikk gyld førerkort. han ble anmeld for forholdet.,2023-09-08 06:57:36.311889900+00:00,
1307,4091,23cx0z,Trøndelag Politidistrikt,209,4,Trondheim,23cx0z-0,melding om trafikkulykk mellom bil og syklist. syklist skal vær bevisst. nødetat på vei. oppdateres.,2023-09-28 13:29:36.692021700+00:00,
1309,13184,23bt4g,Sør-Øst Politidistrikt,204,2,Tønsberg,23bt4g-0,denn melding har blitt trukket.,2023-07-28 01:39:55.214342800+00:00,
1311,396,23gx52,Sør-Øst Politidistrikt,204,12,Midt-Telemark,23gx52-0,: - mann i -år bortvist fra sentrum ett å ha slått til en annen. ing skal vær skadd ett hendelsen.,2023-10-22 00:32:14.496607400+00:00,
1312,4950,23s4d2,Sør-Øst Politidistrikt,204,13,Skien,23s4d2-0,": melding fra et vitn som observer noen gjør skadeverk å en ladestasjon for el biler. de mistenkt kjørt fra stedet, og politi plukk opp bil ikk langt unna. de mistenkt er i åren fra telemark. sak opprettet.",2023-09-23 01:39:06.680257100+00:00,
1314,4980,23hsl8,Trøndelag Politidistrikt,209,0,Trondheim,23hsl8-0,nødetat rykk ut ett melding kl. om trafikkulykk mellom to mc. fremstår ikk som alvor og -son på stedet. to person involver tas hånd om av helse.,2023-09-22 21:19:34.500365700+00:00,
1317,17433,23wk3l,Sør-Øst Politidistrikt,204,4,Vinje,23wk3l-0,: - nødetat rykk ut ett melding om en utforkjøring på e. trafikk diriger forbi i ett felt. før av bil er ute av bilen. skadeomfang er foreløp ukjent.,2023-05-28 14:13:33.519160700+00:00,
1329,318,230mrq,Sør-Øst Politidistrikt,204,1,Øvre Eiker,230mrq-0,de som led innsamling til tv-aksjon ringt politi og opplyst at falsk bøssebærer er på ferd i hokksund sentrum. de minn om at original- bøss er godt merk og forsegl - og innsamling start ikk før kl . politi ser i områd nå.,2023-10-22 10:21:16.868660700+00:00,
1354,4285,23zn6g,Agder Politidistrikt,205,0,Vennesla,23zn6g-0,"kl. , kom melding til politi om mann som forsøkt og stjel tilhenger. han gikk fra området, men god beskriv fra vitn gav politi en retning og indikasjon. en person pågrep ett søk i området. patrulj på sted jobb vider i saken.",2023-09-27 07:34:36.534902+00:00,
1359,14403,2375br,Sør-Øst Politidistrikt,204,4,Holmestrand,2375br-0,kl : - nødetat på vei til e sørgå retning. det jobb med å avklar nøyakt sted for hendelsen. et kjøretøy skal ha kjørt inn i midtrekkverk. oppdater når nødetat ankommer.,2023-07-18 05:20:04.269986100+00:00,
1363,14162,23g2t7,Øst Politidistrikt,202,0,Lørenskog,23g2t7-0,det har vært innbrudd på en byggeplass i løp av natta. det er stjål noen ledningstroml og en del verktøy. vi har hatt en patrulj på sted som har gjennomført åstedsundersøkelse.,2023-07-20 08:45:29.982462500+00:00,
1374,16342,23xgw9,Sør-Øst Politidistrikt,204,1,Ringerike,23xgw9-0,politi har vært ute med politibåt på steinsfjord i kveld og kontroller noen båter. stk har blitt kontrollert. stk har fått forenkl forelegg for mangl bruk av redningsvest.,2023-06-23 21:56:28.931333+00:00,
1387,11703,231g67,Trøndelag Politidistrikt,209,5,Stjørdal,231g67-0,en bil har kjørt inn en betongvegg. før av bil er opp og går. politi er på vei til stedet.,2023-08-08 22:38:35.437918400+00:00,
1389,12506,237c1f,Agder Politidistrikt,205,12,Lindesnes,237c1f-0,"person skal vær slått i ansiktet, politi har vært i kontakt med fornærmede, han ønsk ikk å snakk med patruljen.",2023-08-02 21:51:20.227314+00:00,
1390,2298,236b84,Sør-Øst Politidistrikt,204,13,Sandefjord,236b84-0,"patrulj undersøk skadeverk på biler, vinduer, bygg, båt - skal dreie seg om tagging på minst sted ifølg vår meldere. vi etterforsk hend nå - ber om at eventuell vitn og andr fornærm meld seg. oppdateres.",2023-10-10 06:27:15.663060400+00:00,
1391,11392,232h5r,Øst Politidistrikt,202,0,Fredrikstad,232h5r-0,bil meld stjål gjennfunn av en bekjent av bileier. patrulj klart å knytt en mann i åren til bilen. vedkomm pågrepet. var også i ulov besitt av en del tablett som ble beslaglagt.,2023-08-11 10:21:16.324189200+00:00,
1392,5248,23cl5n,Møre og Romsdal Politidistrikt,208,5,Stranda,23cl5n-0,"melding om trafikkulykk på daleveg stranda. en bil kjørt av veien og havn i vannet. nødetat er komm til sted og iverksatt innsats. ikk avklart pr nå om det er fler i bilen, men en person er hent ut og tatt hånd om av helse. ikk meld om skadeomfang.",2023-09-20 22:16:17.761042600+00:00,
1394,9721,23ktvt,Sør-Øst Politidistrikt,204,1,Porsgrunn,23ktvt-0,"politi har bortvist tre person fra sentrum, som følg av at de drakk alkohol og forstyrr ro og ord på offent sted. person som ble bortvist var to kvinn i -årene, og en mann i -årene.",2023-08-22 16:27:08.316441600+00:00,
1395,3788,23287t,Innlandet Politidistrikt,203,2,Stange,23287t-0,kl. : fått melding om en person som gikk på togskinn ved sandvika. togled oslo ble varsl og nordgå ble orienter og kjørt sakte. de påtraff person og tar han med til ham togstasjon.,2023-09-30 15:59:18.125432900+00:00,
1400,16008,23kz3b,Sør-Øst Politidistrikt,204,1,Kragerø,23kz3b-0,politibåt har hatt kontroll av båt og båtførere. det er utsted forenkl forelegg for fart på sjøen.,2023-06-30 13:23:22.108398800+00:00,
1404,15071,23cm05,Nordland Politidistrikt,210,5,Hamarøy,23cm05-0,"båtvelt ifbm fisking. en mann i vannet. sarqueen, ambulans og politi rykk ut, men ett kort tid meld person i nær at de har fått mann på land. virk å vær i fin form, men politi og ambulans kjør frem til stedet.",2023-07-13 09:12:09.681011700+00:00,
1413,1360,23kgf1,Vest Politidistrikt,207,4,Bergen,23kgf1-0,"kl. : vi og ambulans er på sted i fanaveg ved lagun storsenter. en motorsykkel som har velt i en rundkjøring. før frakt til sykehus med ambulanse, var bevisst. bilberg på vei til sted for å fjern mc. en del kø på stedet.",2023-10-15 17:21:37.766750700+00:00,
1414,2009,2335kw,Øst Politidistrikt,202,7,Frogn,2335kw-0,kl. : i dag fikk øst politidistrikt melding om mul helikopterhavari i områd håøya i oslofjorden. det ble iverksatt et størr søk med et stor antall ressurser. det er søkt fra luft og sjø og ikk observer røyk ell ann som indiker ulykke.,2023-10-12 10:08:21.936957200+00:00,
1421,3287,23wc0k,Agder Politidistrikt,205,1,Kristiansand,23wc0k-0,"kl. mottok politi en melding om at en kvinn ble truet med noe meld oppfatt som et våp på lund. politi har vært i kontakt med de involver partene, de still seg uforstå til hendelsen.",2023-10-04 02:51:25.386359400+00:00,
1423,10006,23hcmb,Sør-Øst Politidistrikt,204,3,Siljan,23hcmb-0,": - politi rykk ut til industriveg ett melding om en bil i brann. det er usikker hvorfor bil tok fyr. bileier, en mann i -årene, pust inn litt røyk og ble kjørt til legevakt for nærmer undersøkelse. politi opprett sak.",2023-08-20 15:21:43.988597600+00:00,
1425,13149,2371zp,Troms Politidistrikt,211,5,Nordreisa,2371zp-0,trafikkulykk på e- før oksfjordhamn. en motorsyklist har kjørt i grøfta. politi er på stedet.,2023-07-28 11:34:17.704320500+00:00,
