,parent_id,district,districtId,label,municipality,message_id,text,createdOn,updatedOn
4264,2322wn,Troms Politidistrikt,211,4,Målselv,2322wn-0,"UP har avholdt fartskontroll på Olsborg, i en 40-sone. Dette resulterte i 9 forenklede forelegg. I tillegg ble det  utstedt ett forenklet forelegg for unnlat sikring av barn, og ett for ulovlig mobilbruk.",2023-09-27 10:21:51.467740900+00:00,
9552,23jw7f,Trøndelag Politidistrikt,209,2,Midtre Gauldal,23jw7f-0,"Kl. 2000 Melding om flere mindre ras/utglidninger på E6 på strekningen mellom Ulsberg og Berkåk. VTS er på stedet med entrepenør, og vi er på veg til stedet for å bistå og få oversikt. ",2023-08-23 18:27:46.896121200+00:00,
16423,23x9gv,Sør-Øst Politidistrikt,204,3,Holmestrand,23x9gv-0,16:52 Rykket brannvesenet ut på melding om bålbrenning. Viste seg å være en kar som brant søppel. Det var ikke spredningsfare. Politiet har også vært på stedet og mannen blir anmeldt for forholdet. ,2023-06-21 15:57:31.784150200+00:00,
12905,23f3gb,Sør-Øst Politidistrikt,204,4,Tønsberg,23f3gb-0,"01:45 Melding om bil som hadde kjørt ut på et jorde i Skinnenveien. Fører ville  ikke ha hjelp av melder. Politiet har vært på stedet. Bilen lå ute på et jordet, noen meter nedenfor veien. Fører uskadd. Fører avhørt. Førerkortet ble besluttet beslaglagt. ",2023-07-30 01:00:23.197731700+00:00,
162,2336sk,Trøndelag Politidistrikt,209,4,Ørland,2336sk-0,Politi og ambulanse har vært på en trafikkulykke mellom Rørvik og Vanvikan. Fører hadde kjørt av veien for å unngå å kollidere med elg. Fører kjørt til St.olav med ambulanse.,2023-10-23 19:59:46.329681+00:00,
7404,23x3nv,Innlandet Politidistrikt,203,5,Stange,23x3nv-0,"Kl 1645, trafikkulykke, kollisjon mellom bil og MC, nødetater på veg, forts.",2023-09-07 14:54:44.425605100+00:00,
4743,23q8bb,Sør-Øst Politidistrikt,204,3,Modum,23q8bb-0,02:50 Melding om brann i enebolig. Det er full fyr i huset. Oppdateres. ,2023-09-24 00:59:17.265568+00:00,
7186,23bdf9,Sør-Øst Politidistrikt,204,4,Sandefjord,23bdf9-0,"Patruljen har kontroll på en åpenbart beruset sjåfør - etter at et kjøretøy vinglet og bla kjørte inn i to skilt. Fører er en utenbys mann i 60-årene, blir tatt med inn for bevissikring og sak opprettet. ",2023-09-08 18:17:48.598260600+00:00,
7916,23pj74,Trøndelag Politidistrikt,209,6,Trondheim,23pj74-0,"Vi er i Kjøpmannsgata ifbm observasjon av et pågående innbrudd, og har kontroll på gjerningspersonen.",2023-09-03 23:18:38.783103400+00:00,
15318,23ngxq,Agder Politidistrikt,205,4,Lindesnes,23ngxq-0,Politiet har stoppet bil hvor fører mistenkes for å kjøre i ruset tilstand. Til legevakt for blodprøve. Oppretter sak.,2023-07-10 18:52:45.673724100+00:00,
3553,23vbpg,Vest Politidistrikt,207,4,Alver,23vbpg-0,"Meldt om trafikkuhell - påkjørsel bakfra, 3 biler involvert. Ikke meldt om personskade, 6 personer involvert i uhellet. Trafikken står på stedet.",2023-10-01 19:26:23.820457900+00:00,
251,23779r,Trøndelag Politidistrikt,209,2,Trondheim,23779r-0,"Politiet rykket ut etter melding kl. 2354 fra vektere på et utested i sentrum, som trengte bistand til flere berusede gjester. Politiet forsøkte å bortvise fem overstadig berusede personer, men en mann sent i tenårene ble innbragt, da han ikke etterkom.",2023-10-23 00:14:48.941392700+00:00,
14160,2359zg,Øst Politidistrikt,202,4,Aurskog-Høland,2359zg-0,Patrulje stanset en bil hvor fører fremsto ruset. Han hadde heller ikke gyldig førerkort. Nødvendige prøver er tatt og sak opprettes. ,2023-07-20 09:12:23.996518+00:00,
6060,2388sd,Øst Politidistrikt,202,2,Vestby,2388sd-0,Taxisjår meldt om beruset kunde som har slått ham. Patrulje er på vei.,2023-09-15 18:51:26.018508200+00:00,
1795,23ns93,Sør-Øst Politidistrikt,204,7,Tønsberg,23ns93-0,Nødetatene rykker ut til melding om en vindsurfer som trolig har fått problemer. Oppdateres ,2023-10-13 15:54:50.517100700+00:00,
2407,238vls,Agder Politidistrikt,205,3,Kristiansand,238vls-0,Politiet og brannvesen rykker ut til melding om brann i lekehytte.,2023-10-09 11:14:54.805761400+00:00,
13381,23d786,Troms Politidistrikt,211,1,Tromsø,23d786-0,"Remiks Miljøpark (returstasjon for avfall) er stengt for publikum etter funn av det som kan være dynamitt.
Det jobbes nå med å identifisere hva dette er, og om det utgjør noen fare. Oppdateres.",2023-07-26 12:26:09.552296300+00:00,
11505,2398qv,Vest Politidistrikt,207,1,Kinn,2398qv-0,"Meld om ras, truleg over vei ved FV5697, ved Rabbane. Er lite trafikert veg.

Meldinga observert frå avstand, fra RV 5, Florøvegen. . Politiet på veg til staden, forsøker å komme i kontakt med nokon frå lokalbefolkninga.
",2023-08-10 11:34:36.380992100+00:00,
1859,23d8nq,Trøndelag Politidistrikt,209,8,Overhalla,23d8nq-0,Det er gjort funn av omkommet person i Tømmersjøen. Funnet ble gjort av redningsdykkere. Pårørende er varslet og vil bli ivaretatt. ,2023-10-13 09:12:45.465389400+00:00,
4463,23wx90,Sør-Øst Politidistrikt,204,3,Skien,23wx90-0,Nødetatene rykker ut til brann i kjøretøy. Ingen personer skal være i bilen. Oppdateres.,2023-09-26 06:45:51.126759400+00:00,
14093,235gg0,Agder Politidistrikt,205,1,Kristiansand,235gg0-0,"Kl 2250, to jenter utsatt for vold på offentlig sted. Blitt slått, sparket og spyttet på. Ikke meldt om alvorlig skade, fornærmede oppsøker legevakt. Politiet har kontroll på en mindreårig jente som er mistenkt. Blir overlatt til foresatte. Sak opprettes.",2023-07-20 22:18:28.210122300+00:00,
14510,23kpxx,Nordland Politidistrikt,210,4,Hemnes,23kpxx-0,Melding om trafikkulykke på E6 Urlandet nord for Finneidfjord. Et kjøretøy som har kjørt ut av E6 og ligger på taket. Ikke meldt om personskader. Trafikken står på stedet. Nødetatene på tur til stedet. Oppdateres.,2023-07-17 08:04:31.245802100+00:00,
13761,23vhcj,Trøndelag Politidistrikt,209,2,Levanger,23vhcj-0,"Melding om slagsmål litt utenfor Levanger der den ene parten trolig har brukt en øks. Politiet bevæpnet seg. Fornærmede får tilsyn av ambulanse på stedet. 
Politiet har kontroll på formentlig gjerningsmann. Det er således ikke farlig for andre personer nå. ",2023-07-23 03:10:00.579908200+00:00,
13638,23w2sz,Trøndelag Politidistrikt,209,4,Stjørdal,23w2sz-0,Bil har kjørt av veien og ut på jorde langs Sørsidevegen ved Øfsti.  Uvisst om det er personskade.  Nødetatene er på vei.,2023-07-24 01:23:46.826898100+00:00,
16185,23kn19,Sør-Øst Politidistrikt,204,4,Drammen,23kn19-0,"16:50 Nødetatene er på stedet etter melding om sammenstøt mellom to biler ved Steinberg. Påkjørsel bakfra, dreier seg om lettere personskade. Politiet dirigerer trafikken på stedet frem til bilene er fjernet.",2023-06-26 15:26:02.512317700+00:00,
4647,23v5cl,Vest Politidistrikt,207,4,Høyanger,23v5cl-0,"Kl 1559 meldt om trafikkulykke på E39 mellom Lavik og Vadheim ved Hamneneset/Kleivane. Ein bil involvert, 2 personar i bilen, dei er vaken og medviten. Bilen hamna over i motgåande og deretter i autovernet. Politiet rykkjer ut.",2023-09-24 14:07:49.971891+00:00,
4741,23fhkk,Agder Politidistrikt,205,2,Kristiansand,23fhkk-0,Kl. 0134. Mann i 20 årene anmeldes for urinering på offentlig sted. ,2023-09-24 01:03:37.310204500+00:00,
7495,23c75m,Agder Politidistrikt,205,4,Arendal,23c75m-0,"Politiet har sammen med Statens Vegvesen hatt trafikkontroll av mopeder og lett MC ved Arendal VGS. 
44 kontrollerte. 10 har fått pålegg om utbedring av mangler. ",2023-09-07 07:52:58.924837600+00:00,
16314,23vrs2,Sør-Øst Politidistrikt,204,0,Holmestrand,23vrs2-0,"kl 07:38 - Politiet er å stedet etter melding om innbrudd i en bil, samt at det skal være stjålet en sort Land Rover Evoque 2013 fra stedet i løpet av natten.",2023-06-24 06:38:25.404038+00:00,
8596,23k4qx,Trøndelag Politidistrikt,209,4,Namsos,23k4qx-0,Nødetatene rykker er ut til trafikkulykke mellom bil og ATV. Bilen har kjørt inn i ATV bakfra. Fører av ATV fremstår som lettere skadd.,2023-08-30 06:58:08.430842900+00:00,
8308,23c26t,Trøndelag Politidistrikt,209,4,Trondheim,23c26t-0,UP har gjennomført en trafikkontroll på Spongdal. Kontrollen resulterte i to forenklete forelegg og et førerkortbeslag pga hastighet. Høyeste hastighet var 86 km/t i 60 sonen.   ,2023-09-01 10:43:56.235349500+00:00,
9607,23xn3f,Agder Politidistrikt,205,5,Arendal,23xn3f-0,Kl 1550. Trafikkulykke Vesterveien i nærheten av Strømmen. 3 biler skal være involvert. Alle involverte skal være våkne og ved bevissthet. Noe nedsatt fremkommelighet akkurat nå. Nødetatene på vei. Oppdateres. ,2023-08-23 13:58:05.700736300+00:00,
8235,2349vd,Øst Politidistrikt,202,4,Nordre Follo,2349vd-0,Nødetatene er på Sofiemyr etter melding om trafikkulykke. Et barn er påkjørt. Barnet er ikke alvorlig skadet. Ses til av ambulanse. ,2023-09-01 18:05:37.369956500+00:00,
15715,23zm60,Sør-Øst Politidistrikt,204,4,Færder,23zm60-0,"10:00-13:00 UP har hatt kontroll på stedet. Resultat ble 12 ff for fart, der høyeste hastighet var 64km/t i 50sone. En fører anmeldt for kjøring i påvirket tilstand. ",2023-07-07 11:06:26.421254400+00:00,
4313,235cwf,Sør-Øst Politidistrikt,204,13,Drammen,235cwf-0,01:10 Melding om ordensforstyrrelse på en privatadresse. Politiet på stedet påla en mann i 20-åra å holde ro resten av natten. .,2023-09-27 01:24:35.667813900+00:00,
5065,23p337,Nordland Politidistrikt,210,2,Vefsn,23p337-0,Ordensforstyrrelse på privat sted. Mann i 40-årene uønsket på adressen. Politiet har vært på stedet og gitt ham pålegg om å forlate. ,2023-09-22 11:26:09.886535800+00:00,
6346,233ngq,Agder Politidistrikt,205,4,Kristiansand,233ngq-0,"Fartskontroll E18 Håneskrysset. 6 forelegg i 80-sone , høyeste hastighet 100 km/t. ",2023-09-13 20:23:44.429247300+00:00,
14806,23htgf,Møre og Romsdal Politidistrikt,208,2,Molde,23htgf-0,"Politiet har tatt hånd om en mann i begynnelsen av 20 årene som har blitt slått i ansiktet i Molde sentrum. Vi kjører mannen til sykehuset for sjekk. Uvisst om det er skade eller hvor alvorlig. Mannen er oppegående, men forslått

Vi forsøker å skaffe id på gjerningsperson.",2023-07-15 01:31:05.803468200+00:00,
12153,23glrk,Trøndelag Politidistrikt,209,4,Orkland,23glrk-0,Vi har fått melding om en ku i veien på Storås. ,2023-08-05 17:17:05.142571100+00:00,
3283,23znbg,Trøndelag Politidistrikt,209,4,Trondheim,23znbg-0,Melding om en ATV som har kjørt inn i en parkert henger på en privat adresse. Fører av ATV har forlatt. Politiet er på stedet.,2023-10-04 03:32:43.155133800+00:00,
664,2352t6,Vest Politidistrikt,207,1,Voss,2352t6-0,Kl 1134. Melding om større stein i vegbanen I Kvanndal. Politiet er på staden. Større kjøretøy kjem ikkje forbi. Trafikkdirigering pågår. ,2023-10-20 10:21:24.464457300+00:00,
9771,230j4l,Sør-Øst Politidistrikt,204,4,Kongsberg,230j4l-0,kl 10:46 - I forbindelse med aksjon skolevei har UP har avholdt trafikkontroll ved skolen. Fartsgrense på sted for kontroll er 60 km/t. 5 fikk forenklet forelegg for å ha kjørt for fort. Høyeste hastighet 80 km/t. ,2023-08-22 11:37:14.278638400+00:00,
5832,23ppgg,Trøndelag Politidistrikt,209,2,Trondheim,23ppgg-0,Vi har vært på et utested i Midtbyen og bistått vekter med en vanskelig gjest. En mann i 20-årene er bortvist fra Trondheim sentrum til kl. 08.,2023-09-16 23:25:23.480291700+00:00,
14688,23kdww,Øst Politidistrikt,202,4,Halden,23kdww-0,Trafikkulykke - bil kjørt av veien. Ukjent skadeomfang pr nå. En person på vei til sykehus med ambulanse.,2023-07-15 21:09:44.165265900+00:00,
8038,235mjw,Trøndelag Politidistrikt,209,2,Trondheim,235mjw-0,"En person har blitt slått i hodet, har vondt i hodet etter slaget.  Ukjent foranledning.  Politiet er på stedet.  I kontakt med to personer.  Oppdatering kommer.",2023-09-02 23:16:11.470047700+00:00,
16220,23qq7x,Sør-Øst Politidistrikt,204,4,Kviteseid,23qq7x-0,"KL. 19:41 Melding om bil som hadde kjørt av veien. Politi og ambulanse har vært på stedet. Trolig skjedd i forbindelse med en forbikjøring. En person er kjørt til sykehus for sjekk, ukjent skadegrad. Politi er fortsatt på stedet i forbindelse berging.",2023-06-25 18:44:56.696983100+00:00,
3728,23pwzt,Innlandet Politidistrikt,203,4,Nordre Land,23pwzt-0,En politipatrulje stanset en bil hvor fører ikke hadde gyldig førerkort. Fører avhørt på stedet. Anmeldes.,2023-09-30 21:05:46.654760700+00:00,
9401,23q0xh,Trøndelag Politidistrikt,209,7,Trondheim,23q0xh-0,Flere turgåere har hørt mistenkelige rop i området Gråkallen. Det iverksatt en redningsaksjon for å undersøke om noen er i nød. Redningshelikopter deltar i aksjonen. ,2023-08-24 19:32:09.620304300+00:00,
10103,238489,Møre og Romsdal Politidistrikt,208,2,Ålesund,238489-0,En person er innbrakt til politistasjonen etter et slagsmål og en et bortvist med pålegg om å holde seg borte fra sentrum til kl. 0800. Begge er beruset.,2023-08-20 01:41:27.686584200+00:00,
13835,239nx9,Trøndelag Politidistrikt,209,2,Nærøysund,239nx9-0,Politiet har bistått ansatte ved et utested i Kolvereid. På ett tidspunkt har det kommet mange folk i køa inne i gangen og det ble meldt om en noe amper stemning. Politiet bisto med å organisere køa på nytt slik at situasjonen roet seg. ,2023-07-22 22:07:08.404070100+00:00,
4955,23brfp,Trøndelag Politidistrikt,209,4,Inderøy,23brfp-0,Politiet stanset en mannlig fører i midten av 20-årene på E6 ved Røra etter å ha målt hastigheten til 131 kmt i 70-sone. Mannen anmeldes og førerkortet beslaglagt. Han er avhørt og erkjente straffeskyld.,2023-09-23 00:37:53.058984600+00:00,
17335,2387hm,Sør-Øst Politidistrikt,204,4,Holmestrand,2387hm-0,"UP har i perioden fra kl 20:50 til kl 23:30 avholdt fartskontroll i 60-sone. Resultatet ble 2 FF og 2 førerkortbeslag, henholdsvis 91 km/t og 121 km/t. Førerkortene ble beslaglagt på stedet, saker opprettes for videre etterforskning. ",2023-05-31 22:07:50.586518400+00:00,
14710,23l88v,Trøndelag Politidistrikt,209,4,Indre Fosen,23l88v-0,"UP er ferdig med laser kontroll i Storvassveien. 
Resultat:
5 FF, 1 anmeldelse for fart da fører ikke ønsket å godta FF og 1 førerkortbeslag/anmeldelse for å ha kjørt i 131 km/t i 80 km grensen.",2023-07-15 18:27:01.286412700+00:00,
13237,23zpjf,Sør-Øst Politidistrikt,204,2,Ringerike,23zpjf-0,Kl 18:20 - Vektere ved et kjøpesenter meldte om at de hadde tatt en mann som hadde stjålet noen varer fra en butikk og ikke ville opplyse personalia. Politiet bisto med id. Mannen i 40 årene leverte tilbake varene. ,2023-07-27 17:23:51.484662800+00:00,
15828,23wm60,Sør-Øst Politidistrikt,204,4,Vinje,23wm60-0,"kl 13:24 - E134, UP har i løpet av ettermiddagen avholdt trafikkontroll. Fartsgrense på sted for kontroll er 80 km/t. 41 fikk forenklet forelegg. Høyeste hastighet 115 km/t. ",2023-07-05 15:25:42.500722700+00:00,
6334,23fwcz,Trøndelag Politidistrikt,209,4,Namsos,23fwcz-0,Laser fartskontroll i 60-sone. 3 forenklede forelegg og 1 førerkortbeslag med anmeldelse. Høyeste hastighet 92 km/t.,2023-09-13 22:15:46.708393500+00:00,
8948,230p2f,Øst Politidistrikt,202,6,Nordre Follo,230p2f-0,Vi gjennomfører åstedsundersøkelse i privatbolig. Ble oppdaget av huseier i dag at det hadde vært innbrudd i boligen. ,2023-08-27 12:12:04.764020300+00:00,
4331,236wh7,Innlandet Politidistrikt,203,4,Elverum,236wh7-0,UP har gjennomført trafikkontroll. 11 forenklet forelegg for fart og 2 førerkort beslag. Høyeste hastighet 96 km/t i 60 sone. ,2023-09-26 21:43:51.498224800+00:00,
13141,23fpw8,Trøndelag Politidistrikt,209,5,Trondheim,23fpw8-0,Melding om trafikkuhell mellom lastebil og personbil på fv. 706 på Leangen. Skal kun være snakk om materielle skader. Et felt er åpent og trafikken passerer sakte forbi.,2023-07-28 12:45:28.656222100+00:00,
10047,23k2v3,Trøndelag Politidistrikt,209,4,Trondheim,23k2v3-0,Mann observert gående i Grillstadtunnelen sørgående. VTS har derfor stengt tunnelen. Politiet rykker ut for å få mannen ut av tunnelen.,2023-08-20 05:51:04.181947300+00:00,
13831,23dzw2,Trøndelag Politidistrikt,209,9,Trondheim,23dzw2-0,To elger er spankulerer på jordet like ved E6. VTS setter ned hastigheten på stedet for at de ikke skal bli påkjørt dersom de begir seg inn mot veibanen. Det er ganske tett trafikk på stedet. ,2023-07-22 22:20:14.931511400+00:00,
5710,239fnh,Troms Politidistrikt,211,4,Tromsø,239fnh-0,"Kl 1430 mottok politiet melding om trafikkuhell. Ett kjøretøy involvert med en person i. Fører opplyste å være uskadd. Politiet etterforsker hendelsen og har beslaglagt førerkortet til føreren, en eldre mann. ",2023-09-17 14:12:40.957696300+00:00,
13592,23p5h4,Agder Politidistrikt,205,4,Valle,23p5h4-0,Melding om trafikkulykke. Enslig kjøretøy har kjørt ut i en grøft. Fører er ute av bilen og skal være oppegående. Amb og politi på vei. ,2023-07-24 15:37:57.305253700+00:00,
1032,23jmpr,Finnmark Politidistrikt,212,4,Hammerfest,23jmpr-0,Politiet gitt gebyr til fører av et kjøretøy som kjørte på sommerdekk.,2023-10-18 09:19:36.284536200+00:00,
8659,23l8h2,Agder Politidistrikt,205,4,Evje og Hornnes,23l8h2-0,Politiet har hatt kontroll på stedet. 19 kontrollerte. Ingen reaksjoner.,2023-08-29 17:40:24.600290300+00:00,
11236,23526l,Vest Politidistrikt,207,11,Bergen,23526l-0,"Meldt om en speedbåt som har kantret, alle ombord skal være redegjort for. Nødetatene rykker ut.",2023-08-12 08:17:44.278302400+00:00,
14303,23lfvc,Sør-Øst Politidistrikt,204,4,Drammen,23lfvc-0,"Kl: 20:29 Politipatrulje stanset bil på stedet. Flere meldinger på at bilen hadde kjørt på rødt lys, kjørt vinglete og oppe på fortauet ved en anledning. Det er mistanke om at fører, mann i 20 årene, var påvirket og det ble tatt utvidet blodprøve av han.",2023-07-18 20:25:08.455742500+00:00,
8265,230k6l,Vest Politidistrikt,207,7,Aurland,230k6l-0,Amerikansk turist er skårfast på Stegastein. Ikke skadd. Personell fra Røde kors vil bli sendt for å hente mannen ned. ,2023-09-01 14:00:21.183164900+00:00,
15121,236f9k,Agder Politidistrikt,205,2,Arendal,236f9k-0,Melding om høy musikk og feststøy. Politiet på stedet og i kontakt med aktuelle personer. Rolig på stedet nå - festen avsluttet.,2023-07-12 22:21:11.521332+00:00,
10962,233tmw,Sør-Øst Politidistrikt,204,0,Sandefjord,233tmw-0,08:45 Melding fra et firma om tyveri av sju vannskutere. Dreier seg om store verdier og politiet er på stedet for åstedsundersøkelse. Fire skutere tilhører kunder og tre tilhører bedriften. Sak opprettes.,2023-08-14 07:42:55.853891+00:00,
7972,23cchg,Agder Politidistrikt,205,2,Arendal,23cchg-0,Kl. 1310. Melding om krangel på en privat adresse. 2 personer har kranglet. Ikke meldt om personskade. En mann pålagt å holde seg unna adressen. Partene vurderer anmeldelse. ,2023-09-03 13:03:36.708509900+00:00,
16168,23tlq7,Sør-Øst Politidistrikt,204,4,Tønsberg,23tlq7-0,"Kl 23:00 fikk politiet melding om mulig påvirket båtfører. En mann i 20 årene ble tatt kontroll på, og prøver er tatt av han. ",2023-06-26 23:40:33.382047200+00:00,
2339,236sjf,Agder Politidistrikt,205,3,Arendal,236sjf-0,Der brenn i eit industribygg i Vestre *Saltrødvei. Det er opne flammar i bygget. Blir oppdatert.,2023-10-09 21:01:26.623832700+00:00,
4352,23jjmg,Sør-Øst Politidistrikt,204,4,Tønsberg,23jjmg-0,UP har avholdt trafikk kontroll på stedet. 11 førere fikk forelegg for å ha kjørt for fort - høyeste hastighet ble målt til 57 km/t i 40-sonen. ,2023-09-26 18:52:57.550536200+00:00,
11659,233cz1,Troms Politidistrikt,211,3,Tromsø,233cz1-0,"Brannmannskaper og politi rykker ut til Håkøybotn etter innkommet melding om brann i terreng, i nærheten av Villmarkssenteret. Oppdateres.",2023-08-09 11:09:44.192457800+00:00,
1328,233m6p,Troms Politidistrikt,211,4,Tromsø,233m6p-0,"En bil har kjørt av veien på E8, i 60 sonen, og kjørt ned en telefonstolpe. To personer i bilen, ingen personskade. Et halvt kjørefelt er sperret, dvs trafikk kan passere. Bilberging er bestilt.",2023-10-15 23:41:06.405242700+00:00,
8333,23tzf5,Agder Politidistrikt,205,4,Arendal,23tzf5-0,UP har hatt skolekontroll. 51 kontrollerte. Ingen reaksjoner. ,2023-09-01 07:00:31.513210+00:00,
13973,239bv7,Nordland Politidistrikt,210,3,Vågan,239bv7-0,"Brann i fritidsbåt ved Alterosen. Ingen personskader. 
Nødetatene er på stedet, slukkeinnsats pågår.  ",2023-07-21 21:11:38.286428900+00:00,
836,23m6ql,Øst Politidistrikt,202,1,Ås,23m6ql-0,"Meldt om gasslekkasje fra lasten på en lastebil, på Støkken vektstasjon. Er opprettet sikkerhetsavstand på 100 meter pga mulig ekplosjonsfare. Brannvesenet er fremme og har foreløpig god kontroll. En 20 L gassflaske som lekker. ",2023-10-19 11:05:38.486530800+00:00,
53,23734s,Nordland Politidistrikt,210,4,Bodø,23734s-0,UP stanset bilfører hvor det er mistanke om ruspåvirket kjøring. Bevissikring gjennomført. Anmeldes også for kjøring uten gyldig førerkort. ,2023-10-24 19:45:17.199735700+00:00,
7614,232rwt,Trøndelag Politidistrikt,209,3,Røros,232rwt-0,"Meldt om en mindre brann i et rekkehus.  Beboer har tatt seg ut, ingen personskade. Brannvesenet er på stedet, brannen er slukket, og det pågår utlufting.  Vi er på vei til stedet.",2023-09-06 09:09:30.671603300+00:00,
4408,233dfj,Møre og Romsdal Politidistrikt,208,4,Rauma,233dfj-0,Politiet i Rauma har avholdt en promillekontroll i Isfjorden. 41 kontrollerte og ingen reaksjoner.,2023-09-26 12:14:54.727344300+00:00,
1188,23d4jh,Agder Politidistrikt,205,1,Lindesnes,23d4jh-0,Politiet har pågrepet 2 personer i Mandal etter at en person ble utsatt for trusler og skadeverk på privat adresse. Begge er innsatt i arrest i Kristiansand. Ingen personer skadet. ,2023-10-17 00:26:35.793503900+00:00,
9858,237rsn,Øst Politidistrikt,202,4,Moss,237rsn-0,Patrulje stanset en bil hvor fører ikke hadde gyldig førerkort. Fører er avhørt på stedet og erkjenner straffeskyld.,2023-08-21 18:25:49.841380600+00:00,
7018,23t2gr,Innlandet Politidistrikt,203,7,Øyer,23t2gr-0,Politiet med flere har lett etter et barn som var savnet i området. Barnet har kommet til rette. Søk avsluttet.,2023-09-09 15:00:49.355172900+00:00,
1786,23258j,Øst Politidistrikt,202,4,Indre Østfold,23258j-0,"En bil har kjørt inn i autovernet på Askimveien, ved Mona. To personer i bilen, det er ingen opplysning om personskade per nå. Nødetatene er på vei.",2023-10-13 16:14:17.068228900+00:00,
14129,235wq0,Sør-Øst Politidistrikt,204,4,Gol,235wq0-0,Politiet har hatt kontroll i 60 sonen. Totalt 11 forenklede forelegg og høyeste hastighet ble målt til 85 km/t.,2023-07-20 14:25:00.687153500+00:00,
4065,23zzz4,Trøndelag Politidistrikt,209,4,Orkland,23zzz4-0,Melding om en semitrailer som har mistet hengeren. Hengeren har veltet. Ingen skal være skadd. Politiet er på vei til stedet. ,2023-09-28 15:03:08.642794900+00:00,
17342,23rjkd,Sør-Øst Politidistrikt,204,0,Skien,23rjkd-0,19:29 Melding om tyveri fra en garasje. Det ble observert en mann med fiskestang i hånden som han hadde tatt fra garasjen.  Politiet har søkt etter mannen uten å finne han. Eier anmelder saken. ,2023-05-31 18:39:33.340354600+00:00,
1808,23v7c3,Øst Politidistrikt,202,1,Halden,23v7c3-0,"Politiet har bistått tollvesenet som ønsket å kontrollere en bil som hadde krysset grensen. To personer pågrepet i skogholt, etter at de hadde stukket fra bilen. De anmeldes for brudd på tolloven og bilen undersøkes videre av tollvesenet. ",2023-10-13 14:43:51.685124800+00:00,
15812,23m7tt,Sør-Øst Politidistrikt,204,4,Øvre Eiker,23m7tt-0,22:30 UP har hatt fartskontroll i 50-sonen. Resultat: 18 forenklede forelegg og en anmeldelse med førerkortbeslag. Vedkommende som mistet førerkortet er en mann i 30-åra. Han ble målt til 77 km/t. ,2023-07-05 20:56:21.944463100+00:00,
13986,231fzv,Vest Politidistrikt,207,3,Bergen,231fzv-0,kl. 19.25: Meldt om brann i elektrisk apparat i bolig. Skal være slukket. Mye røyk i boligen fortsatt. Politi og brann er på vei til stedet. ,2023-07-21 17:32:59.949260100+00:00,
5645,231n83,Øst Politidistrikt,202,4,Moss,231n83-0,Sammenstøt mellom bil og syklist. Syklist er kjørt Kalnes sykehus med moderate skader. Politiet gjør undersøkelser på stedet. ,2023-09-18 06:50:25.194533400+00:00,
1643,23m58s,Trøndelag Politidistrikt,209,4,Grong,23m58s-0,Politiet rykket ut etter melding kl. 1303 om trafikkuhell mellom to biler som kjørte i samme retning. Svært glatt føre på stedet. Ikke meldt om personskade. Ikke til hinder for øvrig trafikk. Bilberger er bestilt. ,2023-10-14 12:02:36.559505100+00:00,
14459,23qwmj,Vest Politidistrikt,207,4,Bjørnafjorden,23qwmj-0,"Nødetatar rykkjer ut til trafikkulykke - to bilar har kollidert, front mot front. Ingen skal vera fastklemt.",2023-07-17 14:24:35.283767+00:00,
12317,23h4tx,Møre og Romsdal Politidistrikt,208,4,Kristiansund,23h4tx-0,"En bil har kjørt av veien, mindre skader på bil, fører hevder seg uskadd. Ikke mistanke om promille.",2023-08-04 16:00:10.730233400+00:00,
9762,23k72t,Troms Politidistrikt,211,4,Tjeldsund,23k72t-0,UP har avholdt fartskontroll i Skoleveien i forbindelse med skoledagens slutt. Dette er et sted hvor vi har fått en del klager fra publikum om at det ofte kjøres for fort. Det ble utstedt 13 forenklede forelegg.,2023-08-22 13:01:39.218291200+00:00,
9193,23tnwk,Sør-Øst Politidistrikt,204,1,Tønsberg,23tnwk-0,"Kl: 02:24
Mann i 40 årene ble anmeldt for å ha kjørt passasjerer mot vederlag uten taxiløyve. Mannen vil få en reaksjon fra politiet senere.   ",2023-08-26 02:48:06.207992400+00:00,
3902,237zpc,Sør-Øst Politidistrikt,204,4,Nore og Uvdal,237zpc-0,20:30 Politiet har hatt fartskontroll i 80-sonen på stedet. Resultat: 10 forenklede forelegg. Høyeste målte hastighet: 106 km/t. ,2023-09-29 18:47:44.401708700+00:00,
8816,238b9w,Øst Politidistrikt,202,4,Nes,238b9w-0,UP har hatt kontroll i skiltet 60-sone langs Hvamsvegen ved Udenes skole. Resultat: Ti forenklede forelegg utstedt og ett førerkort ble beslaglagt grunnet fart. Høyeste målte hastighet var 94km/t.,2023-08-28 13:09:47.601687500+00:00,
10247,23zs6n,Øst Politidistrikt,202,9,Aurskog-Høland,23zs6n-0,"Melding om en løs liten brun hund i området. Hunden unngikk påkjørsel på Kompveien, og løp inn i skogen. Savner du denne hunden så ring 02800.",2023-08-19 09:53:17.708204100+00:00,
4281,23z68g,Øst Politidistrikt,202,4,Eidsvoll,23z68g-0,"Etter flere meldinger om bil som kjørte i motgående  kjøreretning på E6,  har politiet kontroll på fører og bil. Førerkortbeslag og politiet oppretter sak. Ingen uhell som følge av kjøringen.",2023-09-27 07:52:59.593686800+00:00,
