parent_id,district,districtId,label,municipality,message_id,text,createdOn
23mch6,Sør-Øst Politidistrikt,204,1,Kongsberg,23mch6-0,"Nødetater er i Jondalsveien etter at en MC har kollidert med et rådyr. Fører har vondt i arm, knær og bryst og blir tilsett av helsepersonell nå. Fører kjøres Drammens sykehus for videre undersøkelser.  Rådyret døde som følge av kollisjonen, sak opprettes for videre undersøkelser. ",2023-05-31T23:22:57.6622789+00:00
23mchn,Øst Politidistrikt,202,1,Lillestrøm,23mchn-0,"kl 0100; politiet stanser en bil for kontroll. Fører, mann ca 20 år, har ikke gyldig førerkort. I tillegg fremstår han synlig ruspåvirket av narkotika. Nødvendige prøver blir tatt på legevakta og forholdene blir anmeldt.",2023-09-16T23:22:11.4325691+00:00
23mckw,Sør-Øst Politidistrikt,204,1,Horten,23mckw-0,"Nødetater er på vei til stedet etter melding om trafikkulykke i sydgående retning. 3 biler skal være involvert i ulykken. Ukjent skadeomfang, oppdateres. Vegen er pr nå sperret i sydgående løp, blir trolig dirigering forbi ulykkesstedet om ikke lenge. Det må påregnes full stans på stedet i perioder. Oppdateres. Politiet dirigerer pr nå trafikken forbi ulykkesstedet. Det er 3 biler involvert, totalt 4 personer. Disse blir blir nå sjekket ut av helsepersonell, ukjent skadeomfang. Oppdateres. En person fremstår til å være sjokk, men fysisk uskadet. Øvrige personer fremstår som uskadet, men de er ikke sjekket full ut av helsepersonell enda. Hendelsesforløp fremstår pr nå uklart, det jobbes med å få klarhet i dette. Oppdateres. Ulykken har skjedd som følge av at en annen bil, med tilhenger, måtte stanse langs E18. I denne forbindelse kjørte de 3 nevnte bilene inn i hverandre. Dette undersøkes nå nærmere, oppdateres. Fører av personbil med tilhenger, hadde en  bil som last på tilhengeren. Bilen på tilhengeren forskjøv seg litt under fart og i denne forbindelse hadde fører en relativt hard oppbremsing. Bilen kjørte da inn til siden og stanset, noe som førte til ulykken. Nødetater er nå ferdig på stedet, bilberger har vært og tauet bort 2 biler. Vegen er nå åpen for normal ferdsel igjen. Saker opprettes på forholdet og etterforskes videre.",2023-06-13T13:44:22.3560773+00:00
23mclp,Trøndelag Politidistrikt,209,11,Indre Fosen,23mclp-0,"Båt med slitt forankringstau funnet og dratt på land.  Det er en 16 fots Selfa uten motor.  Er dette din båt, kan du kontakte oss på 02800.",2023-10-21T15:29:59.2271608+00:00
23mcnl,Trøndelag Politidistrikt,209,1,Nærøysund,23mcnl-0,I forbindelse med Kolvereiddagene har UP hatt trafikkontroll. På Fv 769 ved Hofles fikk 7 førere forenklet forelegg. 2 fikk førerkortet beslaglagt. Høyeste hastighet var 106 i 60-sona.,2023-08-11T21:56:03.6885835+00:00
23mcrq,Sør-Øst Politidistrikt,204,5,Drammen,23mcrq-0,11:35 Melding om en beruset mann som syklet i veibanen. Politiet på stedet har kontroll på en mann i 30-åra. Han satte seg til motverge og er påsatt håndjern.  Mannen er innbrakt til arresten og blir blant annet anmeldt for vold mot politiet.,2023-08-15T10:04:52.6488375+00:00
23mcvr,Agder Politidistrikt,205,5,Arendal,23mcvr-0,"Politiet innbringer beruset mann fra sentrum. Forstyrret ro og orden; veltet søppeldunker, fremsatte verbale trusler og har i tillegg stjålet alkoholholdig drikke fra serveringssted. Vedkommende innsatt arrest. Politiet oppretter sak.",2023-09-18T21:15:34.3605819+00:00
23mcx0,Sør-Øst Politidistrikt,204,5,Porsgrunn,23mcx0-0,23:30 Melding om mulig slagsmål/trusselsituasjon ute i gata. Da politiet ankom stedet var det ingen personer i området. Vi har ikke klart å komme i kontakt med innringer for mer info. Det er ikke tegn til at noen er skadet. Politiet avslutter på stedet.,2023-06-19T22:28:16.2534157+00:00
23mcxg,Sør-Øst Politidistrikt,204,1,Drammen,23mcxg-0,18:15 Flere melding om person som gikk  og vinglet inne i tunnelen. Tunnelen ble stengt. Politiet er på stedet og har kontroll på en mann. Tunnelen er åpnet igjen. ,2023-09-22T16:31:16.0103385+00:00
23mcxp,Sør-Øst Politidistrikt,204,1,Larvik,23mcxp-0,"kl 16:43 - UP har i løpet av kvelden foretatt trafikkontroller opp mot biltreff som har flyttet seg ulike steder rundt i Vestfold & Telemark. 2 menn i 20 årene blir anmeldt for ""burning"" og fikk førerkortet midlertidig beslaglagt. 3 biler ble ilagt bruksforbud.",2023-06-10T23:04:35.9798984+00:00
23md2s,Agder Politidistrikt,205,1,Grimstad,23md2s-0,Kl 1255. UP har hatt kontroll på RV420 v/Morholt i 60-sone. 4 bilførere fikk forenklede forelegg. Høyeste hastighet 84 km/t. ,2023-08-17T10:59:29.1882621+00:00
23md4h,Møre og Romsdal Politidistrikt,208,1,Ålesund,23md4h-0,En person er pågrepet av politiet og siktet for promillekjøring med bil Vedkommende fremstilles for blodprøve.,2023-08-20T02:45:56.4123225+00:00
23md8j,Sør-Øst Politidistrikt,204,5,Ringerike,23md8j-0,00:22 En gjest var ufin mot andre gjester og vektere på et utested. Politiet til stedet for å bistå. En mann i 40 årene ble bortvist.  Kort tid etter måtte patruljen tilbake til utestedet. Da var det en mann i 20 årene som hadde blitt kastet ut av dørvaktene. Han ble også bortvist fra sentrum.,2023-09-23T22:49:00.2328086+00:00
23mdb8,Sør-Øst Politidistrikt,204,3,Horten,23mdb8-0,"01:55 Etter tips og informasjon fra sosiale medier har patruljen i Horten pågrepet to menn, mistenkt for diverse tyverier i byen den siste tiden. Det er blant annet tatt beslag i et stort nøkkelknippe. Ta kontakt med politiet på tlf 02800 hvis du har informasjon i saken.",2023-09-27T03:12:30.4439119+00:00
23mdbv,Sør-Øst Politidistrikt,204,5,Larvik,23mdbv-0,Denne meldingen har blitt trukket.,2023-07-06T22:08:47.5283824+00:00
23mddk,Vest Politidistrikt,207,1,Voss,23mddk-0,Kl. 20.20 meldt om trafikkulykke. En bil og fører involvert. Store materielle skader. Fører er selv melder. Nødetater på vei. Liten påvirkning på annen trafikk. ,2023-07-12T18:27:54.0079143+00:00
23mdjl,Agder Politidistrikt,205,5,Kristiansand,23mdjl-0,Kl. 0315. Melding om mann som snoker rundt et hus. Mannen hadde etter hvert forlatt stedet. Politiet har vært i området og har fått rett ID på aktuelle mann. Han hadde gått hjem til seg selv. ,2023-08-22T03:29:18.3573187+00:00
23mdl9,Vest Politidistrikt,207,5,Bergen,23mdl9-0,Tre meldinger på høy musikk/forstyrret natteroen før midnatt. På en adresse sågar to forskjellige fester i hver sin etasje. På alle stedene var festene avsluttet da vi kom fram (og vi var ganske raske: innen 45 minutter etter første melding) Så antagelig vært vorspiel.,2023-08-25T02:48:56.7919088+00:00
23mdpb,Vest Politidistrikt,207,5,Bergen,23mdpb-0,Vekter melder at mann har stjålet antibac håndsprit fra dispenser på sykehuset.  Ruset seg på dette. Ble aggressiv mot vekter da han ble konfrontert. Politiet på stedet og kontroll på riktig mann. Blir bortvist fra stedet. Vekter anmelder.,2023-09-28T18:08:27.9485687+00:00
23mdpx,Møre og Romsdal Politidistrikt,208,1,Vestnes,23mdpx-0,Vi er på E39 ved rundkjøringen inn mot Furnes Fergekai. Vært en diesellekkasje fra et vogntog. Trolig lekkasje fra hengeren og et aggregat. Brannvesenet er på stedet og har på pulver. Det er noen dieselspor på vegbanen som gjør det glatt enkelte steder.,2023-07-10T10:16:43.6782497+00:00
23mdr8,Sør-Øst Politidistrikt,204,1,Larvik,23mdr8-0,"02:43 Melding om mulig ruskjører. Patruljen fant bilen, og førere mistenkes for å være ruset under kjøring. Nødvendige prøver tatt. Sak opprettet. ",2023-07-01T01:14:14.5492822+00:00
23mdwn,Sør-Øst Politidistrikt,204,1,Drammen,23mdwn-0,"UP har hatt laserkontroll i 90 sonen. 
5 fikk forenkla forelegg og 2 fikk førerkortet beslaglagt - en pga å ha kjørt i 134 km/t og den andre pga for mange prikker. ",2023-08-23T18:06:56.7706253+00:00
23mf2z,Agder Politidistrikt,205,6,Arendal,23mf2z-0,Politiet har vært på en privatadresse etter melding om en voldshendelse. En kvinne i 30 årene og en mann i 40 årene har vært involvert i dette. Det opprettes en sak på forholdet og mannlig part blir bortvist fra adressen. Ingen var alvorlig skadet.,2023-09-23T00:27:53.6538977+00:00
23mf34,Finnmark Politidistrikt,212,1,Alta,23mf34-0,: kl. 2330: melding om trafikkuhell på Fylkesveien ved Stilla i Alta. En bil har kjørt ut av veien og truffet fjellvegg. 2 personer i bilen. Begge er lettere skadet. Politi og ambulanse til stedet. Personene tatt med til legevakta for sjekk. Politiet undersøker saken. ,2023-10-03T23:17:09.6852027+00:00
23mf3q,Troms Politidistrikt,211,1,Tjeldsund,23mf3q-0,"UP har også i dag avholdt trafikkontroll på E10 i Kongsvikområdet. Medførte 30 forenklede forelegg, hvor høyeste hastighet ble målt til 69 km/t i 50 sonen.",2023-07-16T17:34:39.0316867+00:00
23mf6f,Agder Politidistrikt,205,2,Kristiansand,23mf6f-0,"Melding om brann i bygning i Breimyrveien, nødetatene er på vei til stedet. Ut fra de opplysningene vi har nå skal det ikke være folk inne i huset.  Det brenner i solceller på taket. Det er brann i taket på to av tre boenheter i rekke. Det skal ikke være folk inne i noen av de tre berørte boenhetene. Slukking er iverksatt av brannvesenet.",2023-07-21T12:01:17.1949777+00:00
23mf9g,Sør-Øst Politidistrikt,204,2,Skien,23mf9g-0,kl 15:21 - Nødetater er på vei til stedet etter melding om brann i en ventilasjonsvifte i en hytte. Alle personer er gjort rede for. Oppdateres når nødetater ankommer stedet  Nødetater er fremme på stedet. Brannvesenet iverksetter slokkeinnsats. Politiet jobber med å få oversikt over hendelsesforløp. Bygget det brenner i er en enebolig og ikke en hytte. Det er på kjøkkenet i boligen det brenner. Brannvesenet melder om kontroll på brannen. En person som var til stede i boligen er sjekket ut av ambulanse. Politiet har avsluttet på stedet og oppretter sak på forholdet. Brannvesenet vil være igjen på stedet og etterslokke.,2023-08-28T13:25:28.6657801+00:00
23mfc5,Sør-Øst Politidistrikt,204,1,Skien,23mfc5-0,"Kl. 09:41 - UP stanset bil som ble måt ti l78 km/t i 40-sone forbi Klyve barneskole. Anmeldt for dette, samt kjøring på rødt lys. Førerkort tatt i beslag.",2023-09-01T08:47:10.1638459+00:00
23mfg6,Trøndelag Politidistrikt,209,1,Namsos,23mfg6-0,"UP har hatt fartskontroll ved Bergsmoen. Her ble det utferdiget 4 forenklede forelegg, høyeste hastighet var 75 km/t i 60 sonen.",2023-10-05T18:54:54.2782792+00:00
23mfkh,Agder Politidistrikt,205,5,Kristiansand,23mfkh-0,Kl 01:15. Politiet kom over situasjon med tilløp til slagsmål mellom ungdom i sentrum. Involverte forsvant fra stedet ved politiets ankomst. Politiet i kontakt med en av de involverte som innrømmer delaktighet. Bortvises fra sentrum.,2023-07-23T00:42:11.1257146+00:00
23mfn7,Sør-Øst Politidistrikt,204,1,Drammen,23mfn7-0,"UP har hatt laserkontroll på E134 - tofelten i Mjøndalen retning Drammen. 
19 stk har fått forenkla forelegg(FF), samt et FF for forbikjøring på høyre side. 
I tillegg ble det 3 anmeldelser med førerkortbeslag. Høyeste hastighet ble målt til 136 km/t i 80 sone. ",2023-06-21T19:15:13.6861528+00:00
23mfp0,Nordland Politidistrikt,210,1,Vestvågøy,23mfp0-0,"#Leknes. Politiet har stanset en bil der fører ikke har gyldig fk. Videre mistenker vi at fører var ruspåvirket under kjøringen. Det var en politimann som på sin fritid som først ble oppmerksom på kjøringen. Og meldte denne inn. Politivitnet observerte at fører og passasjer underveis byttet posisjon i bilen. Passasjer har heller ikke gyldig fk, mistenkes å være ruspåvirket. Bilen var ikke registeret. Bilen er tatt i beslag. Etterforsking iverksatt.",2023-07-21T17:08:17.7803276+00:00
23mfs1,Innlandet Politidistrikt,203,1,Vestre Slidre,23mfs1-0,"Kl. 2005: Fører på uregistrert crosser ble observert kjørende på bakhjulet på E16 i Røn. Han forsøkte å stikke av, men ble stoppet kort tid etter. Fører har ikke gyldig førerkort for crosser. Han blir også anmeldt for å kjøre over dobbel sperrelinje.  Fører fikk sitt førerkort beslaglagt og vi oppretter sak.",2023-10-01T18:24:33.2011948+00:00
23mfsm,Agder Politidistrikt,205,1,Evje og Hornnes,23mfsm-0,Melding om bil som har kjørt ut av veien på RV 9 ved Moisund. En bil med fører involvert. Fører er ute av bilen. Ikke trafikale problemer på stedet. Nødetatene er på vei. Oppdateres. Fører fremstår uskadd. og avhøres av patruljen. Erkjenner å ha sovnet bak rattet. Førerkort beslaglagt.,2023-07-14T18:38:47.9584191+00:00
23mfzd,Nordland Politidistrikt,210,5,Narvik,23mfzd-0,Ordensforstyrrelse på spisested i sentrum. 2 menn som har kranglet. Politipatrulje raskt på stedet og melder tilbake at det har roet seg. ,2023-08-26T19:18:01.5636237+00:00
23mg11,Øst Politidistrikt,202,1,Ullensaker,23mg11-0,Politiet har nok en gang rykket ut til E16 ved Gardermoen etter meldinger om kaotiske tilstander fordi biler parkerer langs veien. Vi har en patrulje på stedet som skriver gebyrer.  To patruljer har skrevet til sammen ti gebyrer for stans forbudt og åtte forenklede forelegg for å ha krysset heltrukken sperrelinje.,2023-08-02T21:53:08.344387+00:00
23mg41,Trøndelag Politidistrikt,209,5,Trondheim,23mg41-0,"En mann i 20-årene er bortvist fra Trondheim sentrum frem til kl. 09 etter å ha vært vanskelig, og nektet å forlate et utested.",2023-09-08T00:17:27.9533304+00:00
23mg98,Sør-Øst Politidistrikt,204,2,Hol,23mg98-0,Nødetatene rykker ut til brann i en motorsykkel som står i veibanen i sentrum. Oppdateres. Brannen er slukket og motorsykkelen er tatt vekk fra veien. Ingen er skadet og trafikken går som normalt på stedet.,2023-07-29T10:14:10.7096857+00:00
23mgbf,Agder Politidistrikt,205,1,Kvinesdal,23mgbf-0,"Politiet har hatt kontroll på stedet i forbindelse med skolevei. 50 kontrollerte, ingen reaksjoner.",2023-09-29T06:32:29.3425349+00:00
23mgc4,Sør-Øst Politidistrikt,204,1,Skien,23mgc4-0,kl 10:16 - UP har i løpet av formiddagen avholdt trafikkontroll. Fartsgrense på sted for kontroll er 40 km/t. 14 fikk forenklet forelegg for å ha kjørt for fort. Høyeste hastighet 55 km/t. ,2023-10-24T10:42:37.0808556+00:00
23mgkz,Sør-Øst Politidistrikt,204,1,Tønsberg,23mgkz-0,"Lørdag 7.10 kl. 18:00 - Søndag 8.10 kl: 02
Politiet i Sør-Øst og Utrykningspolitiet har utført kontroller i forbindelse med bil-treff flere steder i distriktet. 7 førere ble anmeldt for trafikkovertredelser og 6 førere fikk førerkortene sine beslaglagt.   9 førere fikk forenklede forelegg for hastighetsovertredelser. 

Høyeste hastighet ble målt til 171 km/t i 110 km/t sone på E18 utenfor Tønsberg. I tillegg til hastigheten kjørt bilen uten lys i mørket og uførte stygg forbikjøring på høyre siden av en annen bil. Fører, mann i 20 årene fra Øst, erkjente forholdene og var villig til å vedta forelegg. 

3 andre førere mistet også førerkortene sine da de kjørte i hastigheter over førerkortbeslag. 

1 fører ble anmeldt og fikk bruksforbud på MC pga teknisk stand. På Tranby i Lier ble 2 førere anmeldt for burning og førerkortene deres ble beslaglagt. 

Bilene som ble brukt ble ilagt bruksforbud og avskiltet.",2023-10-08T04:01:06.678906+00:00
23mgm7,Trøndelag Politidistrikt,209,1,Nærøysund,23mgm7-0,"Trafikkuhell langs Grindavegen ved Tømmervika.  Enslig bil har kjørt ut av veien og inn i et skur.  Trolig ikke personskade.  Patrulje er på vei til stedet. Ikke personskade.  Bilen står ikke til hinder for øvrig trafikk.  Det blir opprettet sak, og førerkortet beslaglegges.",2023-07-27T14:17:00.6617967+00:00
23mgq8,Vest Politidistrikt,207,2,Bergen,23mgq8-0,kl. 2156: Vi rykker ut til stedet. Vært branntilløp i noe klær som lå inntil bygningen til Skeie skule. Brannen slukket av brannvesenet. Ukjent årsak til brannen per nå.  Vi avslutter på stedet. Oppretter sak. Skader begrenset seg til klærne ved skolen.,2023-09-02T20:15:13.583885+00:00
23mgrl,Agder Politidistrikt,205,5,Kristiansand,23mgrl-0,Kl. 0105. Mann anmeldt for forulemping av politiet. Bortvist fra sentrum. ,2023-10-13T23:21:03.7337426+00:00
23mgtq,Sør-Øst Politidistrikt,204,0,Tønsberg,23mgtq-0,"Kl 1048 fikk politiet melding  har skåret seg gjennom en dør og stjålet en del industriverktøy. Verdier for over kr 100000,-. Sveiseapparat og gassflasker. Har trolig skjedd i perioden etter torsdag og frem til i dag. ",2023-09-06T10:56:00.7576592+00:00
23mgx0,Innlandet Politidistrikt,203,2,Ringsaker,23mgx0-0,"Mjøsa Ferie og Fritidssenter kl. 1600: Meldt om brann i fritidsbåt ute på vannet.  Ukjent om det er folk i båten. Nødetater på vei. Det skal ikke være folk i båten. En person og hund har kommet seg trygt i land. Brannen er slukket og båten har blitt ""tauet"" inn til land av politibåt. Årsak til brannen er ukjent. Sak blir opprettet og saken etterforskes videre ved Brumunddal politistasjon.",2023-10-10T14:06:03.4237233+00:00
23mh07,Sør-Øst Politidistrikt,204,1,Drammen,23mh07-0,"Nødetatene rykker ut etter melding om trafikkulykke på stedet. En MC er involvert.  Nødetatene på stedet. Ambulansepersonell undersøker MC fører. 

Trafikken passerer forbi på stedet.  MC har kjørt i autovern. Det er ikke andre kjøretøy involvert.  MC fører blir kjørt til legevakt for sjekk. Han fremstår ikke som hardt skadet. 

MC har sklidd i forbindelse med akselerasjon.  Fører var mann i 30 årene fra Drammen. 

MC hentet av et familiemedlem. 

Politiet anmelder saken. ",2023-06-02T17:31:23.0007565+00:00
23mh0p,Agder Politidistrikt,205,5,Kristiansand,23mh0p-0,Vi har vært på privat adresse etter melding om feststøy. Festen avsluttet og eier av huset pålagt å holde det rolig resten av natta.,2023-09-17T02:05:11.4076361+00:00
23mh7t,Vest Politidistrikt,207,1,Bergen,23mh7t-0,"Meldt om påkjørsel bakfra i Trengereidtunnelen, 2 biler med totalt6 personer involvert. Ikke meldt om alvorlig personskade, politi og ambulanse på vei. Bilene er flyttet ut av E16.",2023-09-10T13:51:51.9544533+00:00
23mhbv,Finnmark Politidistrikt,212,5,Sør-Varanger,23mhbv-0,"En beruset, utenlandsk mann i 30-årsalderen er innbragt og innsatt i arrest med hjemmel i politiloven.  Han vil bli anmeldt for vold mot dørvaktet på et utested.

.",2023-10-15T00:21:21.307658+00:00
23mhd3,Sør-Øst Politidistrikt,204,6,Skien,23mhd3-0,"Patruljen oppretter sak, etter at vitner pekte ut en lokal mann i 20-årene, som åpenbart hadde fått juling. Vi har pr nå ikke funnet noe motiv, og gjerningspersonen har stukket av. Vi kjørte han til legevakta for sjekk. ",2023-08-05T00:09:56.5242107+00:00
23mhdk,Nordland Politidistrikt,210,4,Lødingen,23mhdk-0,"Trafikkulykke kl 1436. Varebil kjørt på et vogntog bakfra. Fører av varebil sendt sykehus for sjekk med ukjent skadegrad, fører av vogntoget er uskadd. 
Politiet gjør undersøkelser på stedet. 
Ett kjørefelt er åpent. Bilberging på veg til stedet.  Vegen er ryddet og åpen for fri ferdsel.",2023-10-18T13:54:36.7201503+00:00
23mhhv,Sør-Øst Politidistrikt,204,12,Ål,23mhhv-0,Kl 1633: melding om at et hus er tatt av et skred - nødetatene er på stedet - inkludert redningshelikopter. Huset er godt begravd - også en bil er tatt. En person er kjørt legevakt for sjekk. En person er fraktet ut av heli. Ingen skal være savnet. ,2023-08-08T15:37:00.5345789+00:00
23mhlw,Agder Politidistrikt,205,7,Arendal,23mhlw-0,"Politibåten har vært ute og tatt beslag i et ulovlig utsatt garn. Satt på ulovlig dybde, feil maskevidde og ikke merket. Opprettes sak. ",2023-09-12T13:04:42.9496945+00:00
23mhnl,Øst Politidistrikt,202,1,Ullensaker,23mhnl-0,"Kl 2323; melding om bil som har snurret i venstre felt sydgående nær trafikkmaskinen på Kløfta. Nødetater er på vei. Singel uhell hvor bil hadde kjørt i autovernet. Så langt ukjent årsak. Fører, mann i 20 årene sjekkes av helse på stedet,. Berging er på vei. Bilen er berget og E6 er ryddet og åpnet. Det blir opprettet sak på forholdet. Bilfører anmeldes for brudd på Vegtrafikkloven § 3.",2023-09-15T21:31:01.0397835+00:00
23mhqv,Nordland Politidistrikt,210,1,Narvik,23mhqv-0,"Kl. 1629: Melding om trafikkulykke, to biler har kollidert. Utrykningsenheter på vei. Oppdateres her.  Politiet på stedet. To biler involvert, en person i hver bil. En person hevder seg uskadd, mens en person har smerter i rygg/nakke. Politiet gjør undersøkelser på stedet for å finne ut hva som har skjedd.",2023-08-15T14:29:32.4068895+00:00
23mhs5,Trøndelag Politidistrikt,209,1,Trondheim,23mhs5-0,"Trafikkulykke E6 nordgående retning ved Ekra. En personbil og to personer involvert. Personene er ute av bilen: Meldes at det går bra med de. Mye trafikk på stedet. Nødetatene er på vei. Denne meldingen har blitt trukket. Begge involverte personer friskmeldt av helse på stedet. Bil hentet av bilberging. Personene kjørt hjem av politiet og avhørt.
Mannlig fører i 80-åra fikk førerkortet beslaglagt. Sak opprettes.",2023-08-06T14:40:46.3031705+00:00
23mhsm,Agder Politidistrikt,205,1,Kristiansand,23mhsm-0,Melding om tre som har falt over ledninger til strømnettet. Entreprenør ønsker bistand av politiet til dirigering. Vi sender patrulje til Vågsbygd Ringvei v/Lerkeveien. Vi er på stedet. Treet henger over veien i strømledningene. Vi sperrer veien på stedet.,2023-10-20T11:02:34.1125743+00:00
23mhvc,Agder Politidistrikt,205,5,Arendal,23mhvc-0,Kl. 1848. Melding om mann som har forsøkt å ta seg inn i en bil og en bolig i nærheten av Presteveien. Politiet er i området og leter etter mannen. Mannen skal gå i en gul refleksjakke. Observasjoner meldes til politiet.  Politiet har kontroll på mannen. Funnet inne i en garasje i området etter gode vitneobservasjoner. Politiet undersøker hva som har skjedd. En mann er innbrakt til politiet. Anmeldt for skadeverk.,2023-10-23T17:10:02.5725594+00:00
23mhvz,Sør-Øst Politidistrikt,204,12,Sør-Øst politidistrikt,23mhvz-0,"Det er store områder som er evakuert flere steder i Buskerud nå, noen områder er sperret og har vakthold, men ikke alle. Politiet ber om at dette respekteres,
. Av hensyn til egen sikkerhet, og for å unngå at ressurser som ivaretar sikkerhet i området må brukes til dette.",2023-08-10T13:34:06.5068885+00:00
23mj27,Sør-Øst Politidistrikt,204,1,Sandefjord,23mj27-0,"Utrykningspolitiet har hatt laserkontroll på stedet. Resultat: 5 reaksjoner, høyeste hastighet 77 km/t i 60 sone.",2023-06-15T11:05:50.6234322+00:00
23mj2x,Innlandet Politidistrikt,203,3,Gjøvik,23mj2x-0,Det er stjålet en bil fra Vardalsvegen i løpet av natten. Det er en svart BMW x3xdrive med kjennemerke SD62507. Politiet ønsker tips i saken og varsel dersom bilen observeres.,2023-10-02T06:21:24.7144274+00:00
23mj5f,Agder Politidistrikt,205,3,Kristiansand,23mj5f-0,"I løpet av natta er det blitt stjålet en bil, VW Polo, grå, PX54674 fra privat adresse. Gjerningspersonen har vært inne i huset og stjålet nøkler til bilen. Vi har foretatt åstedsundersøkelse og oppretter sak. Bilen er kommet til rette i Søgne. Vi har fortatt åste4dsundersøkelswe av bilen, og deretter tilbakelevert den til eier.",2023-08-12T08:53:52.880993+00:00
23mj8q,Møre og Romsdal Politidistrikt,208,1,Hareid,23mj8q-0,Enslig moped kjørt ut av vegen. Fører er kjørt til Volda sykehus for sjekk. Moped er tatt i beslag jfr. teknisk undersøkelse. Politiet oppretter sak. ,2023-08-15T21:38:08.9532332+00:00
23mjcr,Troms Politidistrikt,211,1,Storfjord,23mjcr-0,"@Utrykningspol målte en utenlandsk trailer til 77 km/t i 50-sone. Vedkommende fører anmeldes og mister førerrett i Norge. Et forelegg på 12.100,-  ble ilagt på stedet. ",2023-09-19T11:38:43.9801538+00:00
23mjf1,Sør-Øst Politidistrikt,204,1,Larvik,23mjf1-0,"UP har hatt laserkontroll i 50 sone. 
36 stk har fått forenkla forelegg og en anmeldelse med førerkortbeslag. Høyeste hastighet ble målt til 85 km/t.",2023-06-21T17:44:21.4421513+00:00
23mjfh,Trøndelag Politidistrikt,209,5,Trondheim,23mjfh-0,Politiet bistod et utested i midtbyen etter melding kl. 0138 om en beruset gjest som var ikke var ønsket. Mannen i 30-årene opptrådte slik at de hadde påsatt ham håndjern. Mannen ble innsatt i drukkenskapsarrest.,2023-09-23T00:23:00.8013531+00:00
23mjjs,Sør-Øst Politidistrikt,204,1,Ringerike,23mjjs-0,"UP har hatt laserkontroll i 40 sone. 
3 stk har fått forenkla forelegg. Høyeste hastighet ble målt til 51 km/t.",2023-07-03T11:05:20.5717952+00:00
23mjmt,Trøndelag Politidistrikt,209,5,Trondheim,23mjmt-0,Politipatrulje avsluttet en fest i et hybelhus på Moholt. Festarrangør ble gitt et pålegg om å holde det stille gjennom natten. ,2023-08-17T21:58:13.7988096+00:00
23mjn8,Øst Politidistrikt,202,3,Fredrikstad,23mjn8-0,En person pågrepet for forsøk på innbrudd i en container. Melder til politiet filmet hendelsen og patruljen fant igjen personen rett ved. Et annet vitne påviste hvor den pågrepne gjemte vinkelsliperen som ble brukt under innbruddsforsøket.,2023-07-15T00:32:04.8035255+00:00
23mjpj,Agder Politidistrikt,205,10,Lindesnes,23mjpj-0,En innringer har tatt vare på en liten lysebrun hund. Den har et svart og rødt halsbånd på seg. De kan ta vare på hunden inntil videre. Kontakt politiet om du savner hunden.,2023-08-20T13:32:47.3927509+00:00
23mjpr,Vest Politidistrikt,207,1,Alver,23mjpr-0,"Kl. 1102: Bilfører, mann i 20-årene, fratatt førerkortet etter å ha blitt målt til 125 km/t i 80-sonen. Fartsmålingen utført av en patrulje fra Utrykningspolitiet i tilknytning til en kontroll på staden. ",2023-08-14T09:19:01.0238436+00:00
23mjtk,Vest Politidistrikt,207,6,Kvinnherad,23mjtk-0,"kl 0224: Me vore på staden etter melding om slagsmål. To personar slåst, ein av dei fått skadar i hovud og hand. Ikkje behov for helsehjelp. Me opprettar sak. Dei involverte er menn, ein i 20-åra og ein i 50-åra. Dimittert etter snakk med politiet.",2023-09-24T04:09:53.2217342+00:00
23mk1l,Øst Politidistrikt,202,1,Nordre Follo,23mk1l-0,Nødetatene på stedet Langhusveien. Kollisjon mellom personbil og minibuss. Involverte sjekkes av ambulanse på stedet nå. Berging av kjøretøy bestilt. Denne meldingen har blitt trukket. En passasjer i personbilen kjørt til legevakt for kontroll. Bilene berget og veien åpnet. Politiet opprettere sak.,2023-08-22T13:49:08.4622081+00:00
23mk3b,Innlandet Politidistrikt,203,7,Innlandet politidistrikt,23mk3b-0,"Det er i dag kommet varsel om om jord- og flomskredfare for store deler av Østlandet som gjelder gjennom helgen. Gult Nivå.
Råd: Hold deg unna bratte skråninger, samt bekker og elveløp med stor vannføring. Følg med i ditt nærområde  og ta forhåndsregler.",2023-08-25T15:29:39.4680745+00:00
23mk6c,Trøndelag Politidistrikt,209,1,Ørland,23mk6c-0,Politiet har stoppet en bil der det er mistanke på at fører har kjørt i ruspåvirket tilstand.  Politiet har sikret spor og oppretter anm.,2023-09-29T11:50:11.6147256+00:00
23mk92,Agder Politidistrikt,205,1,Kristiansand,23mk92-0,11 bilførere har fått forenklede forelegg i forbindelse med fartskontroll. Høyeste hastighet målt til 65 km/t i 50 sone. ,2023-10-02T12:15:20.9892397+00:00
23mk9n,Sør-Øst Politidistrikt,204,1,Sandefjord,23mk9n-0,"Kl: 08:32
Politiet rykket ut til stedet etter melding om at en bil hadde kjørt i en annen bil. Fører, mann, hadde forlatt bilen.  Politiet har funnet bilen og har kontroll på en mann som kan mistenkes for å ha vært fører. Det er mistanke om at fører har promille og det blir tatt blodprøve av han. Blodprøver tatt. 

Politiet anmelder saken. Mistenkte er en mann i slutten av 20 årene.",2023-07-15T06:47:59.3391719+00:00
