,parent_id,district,districtId,label,municipality,message_id,text,createdOn,predicted
737,2395rd,Agder Politidistrikt,205,7,Risør,2395rd-0,"Kl.  1316, et tre har falt over en strømledning ved Risørveien. Dersom ledningen ryker faller treet på veien. VTS er varslet.",2023-09-25T11:27:59.7606405+00:00,1
739,23nnt0,Agder Politidistrikt,205,13,Grimstad,23nnt0-0,"Kl. 2104, melding om fem personer som behandles for mindre brannskader i forbindelse med at det ble fyrt opp bluss rett før pause i fotballkampen mellom  Jerv og Start. Skal være to voksne og tre barn som behandles på stedet etter gnister fra bluss. Det jobbes på stedet med og identifisere gjerningspersoner, men mange bluss som er fyrt opp.",2023-09-16T19:35:27.9040206+00:00,2
747,23kbr6,Vest Politidistrikt,207,5,Bergen,23kbr6-0,#Bergen #Lyngbø - kl 2331 vart det meldt at ein mann trua nokre andre personar med ein pistol på Lyngbø i Bergen. Skjedde utandørs i nærleiken av hovudvegen RV555. Det er ingen som er skadd. Politiet er i området og søkjar etter mistenkte. politiet har kontroll på fleire personar. Ingen som er skadd. Angående truslar med våpen så verkar dette noko uklart. Politiet undersøkjer forholdet nærare og prøver å avklara roller på dei involverte.,2023-08-12T21:44:14.8403549+00:00,7
751,23qng9,Vest Politidistrikt,207,12,Alver,23qng9-0,Kl 1851 meldt om person som ser medvitslaus ut som ligg i skogen. Dei som fann vedkommande gjekk eit stykke unna for å varsla. Nødetatane har rykt ut og prøver å lokalisera staden der personen vart observert. Foreløpig ikkje gjort funn.  Søket i Alver er avslutta utan funn. Det er søkt med ressursar frå nødetatane og dessutan dei frivillige. Eit større området er avsøkt med luftambulanse og drone. Mannskap også vore ute i søk. Staden der observasjonen vart gjord også grundig avsøkte.,2023-09-26T18:03:26.2000603+00:00,5
755,23pxfx,Øst Politidistrikt,202,7,Frogn,23pxfx-0,"Kl 0230. I forbindelse med kontroll av en person patruljen påtraff i Drøbak sentrum, ble det funnet flere kniver på ham. Patruljen oppretter sak på bæring av kniver uten aktverdig formål. Bortvist fra området. Mannen har tilhørighet i kommunen. Mannen ble påtruffet ved en tilfeldighet. Ingen meldinger om at han har oppført seg truende mot noen i forkant.",2023-07-23T01:52:07.7563905+00:00,5
761,239d42,Sør-Øst Politidistrikt,204,0,Lier,239d42-0,02:40 melding om mann som snoket rundt et hus og hadde brekkjern i hånda. Politiet til stedet. Mannen hadde ikke brutt seg inn. Han hadde forsvunnet fra stedet. Ikke funnet han igjen. ,2023-07-30T01:34:47.2132865+00:00,5
763,2360vz,Sør-Øst Politidistrikt,204,4,Midt-Telemark,2360vz-0,19:13 Nødetater har rykket ut til melding om person i vann i Åseåa ovenfor Vatnarvegen. Dykkere og redningshelikopter på vei til stedet.  Dykkere er nå på plass og klare til å ta seg frem til stedet. Stedet er utenfor allfarvei. Vedkommende har falt ut i en elv/foss. Personen som er savnet er fortsatt ikke funnet. Det er fortsatt fullt søk etter personen. Det er gjort funn av en person i søksområdet. Vedkommende er dessverre død. Pårørende er varslet.,2023-07-07T17:39:46.9845951+00:00,12
766,23r2x1,Agder Politidistrikt,205,3,Arendal,23r2x1-0,Kl. 0925. Kvinne anmeldt for å stjele varer fra en bedrift på Maxis kjøpesenter. ,2023-09-12T08:38:22.770084+00:00,5
767,230hcq,Sør-Øst Politidistrikt,204,7,Færder,230hcq-0,"Patruljen har vært på Vestskogen skole etter melding om skadeverk der. Sparket inn et plexiglass, svidd av noe på et gulv mm. Patruljen anholdte fire lokale mindreårige gutter som blir anmeldt - respektive foreldre informert. ",2023-08-15T18:36:28.0831336+00:00,5
771,23jj07,Trøndelag Politidistrikt,209,3,Trondheim,23jj07-0,"Etter tips har patrulje tatt kontroll på person som var i ferd med å stjele en sykkel.  Mann i 40-årene anmeldes, og sykkelen sikret.   Det ble også funnet en sparkesykkel på stedet, som er tilbakelevert rette eier. ",2023-10-01T09:59:58.688435+00:00,1
776,23hdv0,Vest Politidistrikt,207,6,Bergen,23hdv0-0,"Mann, 19 år, knivstukket i kneet. Forholdet skal ha skjedd i området ved St. Paul kirke. Han er ikke alvorlig skadd, kjørt BLV for behandling av kuttet. PolitIet søker etter en navngitt mistenkt.  Politiet avslutter søket etter den navngitte mistenkte. Politiet vil prøve å sikre videooverkning fra området. Fornærmede vil bli avhørt i løpet av kvelden.",2023-09-01T18:07:31.7847021+00:00,5
777,23xcz0,Vest Politidistrikt,207,1,Øygarden,23xcz0-0,"Kl 1750: FV 561 Skjergardsvegen. Trafikkulykke, bil og MC. Nødetatene er på vei mot stedet.  MC-fører blir undersøkt av helse på stedet. Vegen er helt stengt. MC-fører blir kjørt i amb til HUS. Har bruddskader. Bilfører er uskadd. Bil og MC er ikke kjørbar, bilberger er bestilt. Brannv jobber med å rydde skadestedet. Skadestedet er ryddet. Vegen er åpen for fri ferdsel.",2023-09-01T15:54:13.5330878+00:00,4
786,23sckl,Agder Politidistrikt,205,1,Arendal,23sckl-0,Ein bil stikk av frå politikontroll aust for Arendal. Politipatruljar følgjer etter inn mot Arendal og *Torsbudalen. Oppdateres.  Bilen er no stansa etter forfølginga. Ein person er arrestert. Bilen vart meld stolen i Arendal tidlegare i dag .,2023-10-09T19:54:13.5803234+00:00,12
790,23cdl0,Troms Politidistrikt,211,5,Senja,23cdl0-0,Beruset mann med kniv hadde tatt seg inn og sovnet på treningssenteret FEEL24. Manne hadde ikke kommet seg inn i leiligheten hvor han skulle overnatte. Politiet oppretter sak på bæring av kniv på offentlig sted og har tatt beslag i kniven. ,2023-08-26T08:23:32.2105649+00:00,7
795,237zr4,Agder Politidistrikt,205,5,Kristiansand,237zr4-0,"Kl. 0235. Mann anmeldt for ordensforstyrrelse, verbale trusler mot ansatte og tyveri av varer fra en bensinstasjon i sentrum. Mannen bortvist. ",2023-10-14T01:03:00.308025+00:00,3
799,239xjj,Trøndelag Politidistrikt,209,7,Trondheim,239xjj-0,"Politiet bistår pårørende med å finne en 84 år gammel dame som er savnet fra institusjon. Hun er ca 159 cm høy, mørk jakke, brunt/grått hår og briller. Damen funnet i god behold.",2023-07-17T17:32:33.8387824+00:00,8
802,233z36,Sør-Øst Politidistrikt,204,1,Drammen ,233z36-0,kl 04:35 - Politiet er på stedet etter melding om bil som har kjørt ut av veien ved skolen.  Bilen er påsatt uriktige kjennemerker. Politiet er i kontakt med noen ungdommer om mistenkes for å ha stjålet bilen.  Bilen er hjemmehørende i Kristiansand. Skiltene er tatt fra en bil noen kilometer unna der bilen ble funnet. Guttene innbringes til politistasjonen.,2023-06-12T03:31:04.5523872+00:00,3
805,231qmt,Agder Politidistrikt,205,1,Kristiansand,231qmt-0,Meldinger om person som går midt i veien like ved Hamresanden. Går i retning mot Timenes. Vi sender politipatrulje mot stedet. Vi er på stedet og har kontroll på personen. Kjørt hjem til bopel av patruljen.,2023-07-20T15:55:38.7873114+00:00,5
817,231q1m,Sør-Øst Politidistrikt,204,7,Tønsberg,231q1m-0,"En omsorgsbolig savner en dement kvinne i 80 årene. Hun har blå jakke, mørk bukse, 165 høy, litt kraftig. Mulig hun har med seg rullator. Vi har bistand fra politihelikopteret i søket. Ber om at observasjoner ringes inn på 02800.  Dama kommet til rette. En politipatrulje kom over damen. Hun er i god behold.",2023-07-26T18:59:00.0592773+00:00,8
819,23l7jx,Agder Politidistrikt,205,7,Grimstad,23l7jx-0,"Kl. 2032. Melding om mann som er savnet fra Frivolltun omsorgssenter. 80 år gammel. Dement. Trolig iført blå jakke, ca. 180 cm høy, normal kroppsbygning, mulig mørke joggesko, lyst kort hår. 
Politiet leter i området.  Dersom publikum gjør observasjon kontakt politiet på telefon 02800. Denne meldingen har blitt trukket. Savnede er kommet til rette igjen. Tusen takk til publikum for god informasjon som førte til at savnede ble funnet raskt.",2023-09-27T18:53:09.6696352+00:00,8
832,237dbn,Trøndelag Politidistrikt,209,3,Lierne,237dbn-0,"Politiet stanset en bil på fv 74. Bilen viste seg å være stjålet. Fører ,mann 19 år, mistenkes for kjøring i påvirket tilstand. Han har aldri hatt førerkort. Sak opprettes.",2023-07-18T02:06:39.019096+00:00,1
837,23l75d,Sør-Øst Politidistrikt,204,5,Horten,23l75d-0,"Kl. 16:33 Mann i 30-årene bortvist fra sentrum, grunnet tyveri fra en butikk. Anmeldes fra butikken. ",2023-07-04T15:55:28.3627311+00:00,3
840,235t1j,Sør-Øst Politidistrikt,204,7,Tinn,235t1j-0,Kom inn melding om skadeverk på 5 biler. Dette hendte i natt. Ingen patrulje i området da. Patruljen i Rjukan har vært på stedet nå og undersøkt. Det er sikret spor og opprettes sak. Skadene var stort sett at speilene var knekt av. ,2023-06-11T17:36:25.189916+00:00,5
841,23lgwq,Møre og Romsdal Politidistrikt,208,9,Sula,23lgwq-0,En mann har utført skadeverk på en parkert bil i Langevåg i natt. Frontruta på bilen er knust. Politiet har opprettet sak og jobber med å identifisere gjerningsmannen. Kontakt politiet på 02800 om du har opplysninger i saken.,2023-09-09T07:29:04.8062808+00:00,11
845,233dmz,Sør-Øst Politidistrikt,204,1,Notodden,233dmz-0,16:08 Nødetater rykker ut til trafikkulykke ved innkjøringen til UnoX. To biler har kollidert ved en påkjørsel bakfra. Virker ikke å være alvorlig. Oppdateres.  Den ene bilen står ute i veibanen. Mye trafikk og trafikken går sakte forbi. Det har vært en person i hver bil. Ingen alvorlig skadet.,2023-06-28T14:14:00.6008306+00:00,4
848,23748j,Trøndelag Politidistrikt,209,1,Trondheim,23748j-0,Flere passasjerer i en buss skadet da bussjåføren måtte foreta en kraftig oppbremsing for å unngå å kollidere. Politi og ambulanse på stedet.  ,2023-08-24T14:03:08.7558949+00:00,6
851,23t8dk,Trøndelag Politidistrikt,209,5,Trondheim,23t8dk-0,"Politi og brann rykket ut til et overnattingssted på Sandmoen etter melding kl. 2308 om bråk og krangling. Det gikk også en brannalarm på stedet.
Ingen brann, men alle boende står på utsiden. Uoversiktlig hva som har skjedd og politiet jobber på stedet. Det har vært krangel mellom flere personer. Det er begått skadeverk ved at en rute er knust. En person har selv tatt seg til legevakten.",2023-09-14T22:02:37.8837772+00:00,2
856,23mhvc,Agder Politidistrikt,205,5,Arendal,23mhvc-0,Kl. 1848. Melding om mann som har forsøkt å ta seg inn i en bil og en bolig i nærheten av Presteveien. Politiet er i området og leter etter mannen. Mannen skal gå i en gul refleksjakke. Observasjoner meldes til politiet.  Politiet har kontroll på mannen. Funnet inne i en garasje i området etter gode vitneobservasjoner. Politiet undersøker hva som har skjedd. En mann er innbrakt til politiet. Anmeldt for skadeverk.,2023-10-23T17:10:02.5725594+00:00,3
858,238g7r,Troms Politidistrikt,211,7,Tromsø,238g7r-0,"patrulje rykket ut på melding om droneflygning ved Telegrafbukta, Tromsøya. Dette er innenfor forbudssonen til Tromsø lufthavn. Dronepilot lokalisert, drone parkert og videre undersøkelser utføres på stedet.  Sak på ulovlig droneflyging opprettet og dronen beslaglagt.",2023-09-29T11:46:01.5513976+00:00,6
865,23vb4n,Agder Politidistrikt,205,4,Froland,23vb4n-0,"Kl 1538. Melding om trafikkulykke mellom Blakstad og Osedalen - ATV skal ha krasjet i krysset Nidelvvegen og RV42. Pasient skal være våken og bevisst, skadegrad utover dette er ukjent. Nødetatene er på vei. Oppdateres.  Nødetatene er på stedet og har startet sitt arbeid. Trafikken går greit forbi stedet - pasient får tilsyn fra ambulansepersonell. Fremstår ikke som alvorlig skade. En person kjøres legevakt for nærmere sjekk og evt behandling.",2023-08-23T13:42:48.4175126+00:00,1
866,2339k1,Trøndelag Politidistrikt,209,9,Orkland,2339k1-0,Det har blitt utført skadeverk på Orkanger ungdomsskole. Noen ungdommer har sparket ball på et vindu slik at det sprakk.  Ungdommene sprang fra stedet.,2023-09-02T22:42:03.9611303+00:00,5
868,23gf7g,Sør-Øst Politidistrikt,204,4,Notodden,23gf7g-0,"Nødetatene rykker ut etter melding om trafikkulykke. En bil har kjørt i en fjellvegg.  Bilen har truffet en annen bil før den kjørte av veien og inn i fjellveggen. Politiet er på stedet. Ambulanse er også på stedet. Har startet behandling på en pasient. Luftambulanse er på vei til stedet. Veien er sperret på stedet. Denne meldingen har blitt trukket. Mannen ble kjørt til sykehus av ambulanse. Bilberging pågår. Veien er delvis åpen. Bilen er hentet av bilberger og veien er åpnet. 

Politiet avslutter på stedet og oppretter sak.",2023-10-18T16:11:04.6629563+00:00,1
869,23zx7l,Øst Politidistrikt,202,1,Indre Østfold,23zx7l-0,Nødetatene rykket ut til en singel ulykke med MC på FV21 nord for Ørje. Fører er bevisst men har mulig bruddskader. Kjøres med ambulanse til sykehuset. Politiet oppretter sak ,2023-10-24T16:02:23.6266064+00:00,4
877,235fzm,Øst Politidistrikt,202,7,Indre Østfold,235fzm-0,"Innringer til politiet observert en gutt, ca. 3 år løpe alene uten voksne i nærheten. Beskrivelse, mørk i huden og mørk blå/sort jakke. Sist sett området Schuckerlinna/Byframveien. Ring vår tipstelefon 64999130 v/ observasjon eller ved savn av gutt. Vi har politipatrulje på vei til området for å søke etter gutten, samt snakke med barnehager, evt. andre. Vi har avsluttet søk etter 3-åring. Vi er ikke lenger bekymret for at barnet ikke er ivaretatt av voksne.",2023-09-28T14:22:32.8821693+00:00,8
878,23h5h5,Sør-Øst Politidistrikt,204,6,Skien,23h5h5-0,"Politiet er på stedet og snakker med en person som har dyttet og spyttet på en vekter. Vedk. ble bedt om å forlate senteret av vekteren, men nektet å etterkomme dette. Sak blir opprettet for videre etterforskning. ",2023-09-20T13:19:39.2738017+00:00,5
885,239j4l,Møre og Romsdal Politidistrikt,208,11,Vanylven,239j4l-0,"I Bekslevatnet på Maurstadeidet, ligger en båt ligger i strankanten og slår mot steinene. Båten er en hvit, 14-15 fots åpen båt.",2023-10-14T16:03:26.7035536+00:00,12
889,23vdrr,Troms Politidistrikt,211,5,Harstad,23vdrr-0,Politiet stanset i formiddag en åpenbart ruspåvirket person på el-sparkesykkel. Vedkommende var lite tilfreds med dette og oppførte seg på en slik måte at han blir anmeldt for forulemping av offentlig tjenesteperson. Prøver ble sikret og vedkommende er anmeldt.,2023-09-19T11:29:35.7070078+00:00,1
890,239kv9,Sør-Øst Politidistrikt,204,0,Larvik,239kv9-0,"Melding om tyveri fra en privatadresse ila. ettermiddagen. Det er bl.a. stjålet smykker, en Macbook og et speilreflekskamera. Politiet har gjennomført åstedsundersøkelse og sikret spor på stedet. Sak opprettes.",2023-05-29T20:11:34.2185159+00:00,3
894,239rnn,Øst Politidistrikt,202,3,Sarpsborg,239rnn-0,I løpet av natten vært et innbrudd og tyveri av alkohol fra serveringssted i Sarpsborg sentrum. Politiet har pågrepet en person og gjennomført åstedsundersøkelse.,2023-10-15T08:45:14.807944+00:00,0
899,23wq67,Agder Politidistrikt,205,6,Lyngdal,23wq67-0,Nødetatene er på stedet etter melding om at en person kan være slått ned. Uavklart hendelsesforløp og skadeomfang pr.nå. Politipatruljer har kontroll på to personer som mistenkes for å ha vært involvert i forholdet. En person fraktes av ambulanse til sykehus Kristiansand. Ytterlige en person er kjørt legevakt for sjekk. Pr.nå er det fremdeles et uavklart hendelsesforløp.  det opprettes sak på forholdet og sak opprettes.,2023-09-11T18:18:02.8190063+00:00,4
901,23s4gc,Sør-Øst Politidistrikt,204,1,Sandefjord,23s4gc-0,"14:35 Nødetater har rykket ut til trafikkulykke i #Frederik Stangs gate.  Tre biler involvert. Ingen alvorlig skadet. To biler har store materielle skader og står midt i veien og sperrer for annen trafikk. Oppdateres. To personer blir kjørt til sykehus for sjekk, men fremstår ikke som alvorlig skadet. Det er en påkjørsel bakfra i lav hastighet.",2023-07-03T12:54:39.7277595+00:00,4
910,23mch6,Sør-Øst Politidistrikt,204,1,Kongsberg,23mch6-0,"Nødetater er i Jondalsveien etter at en MC har kollidert med et rådyr. Fører har vondt i arm, knær og bryst og blir tilsett av helsepersonell nå. Fører kjøres Drammens sykehus for videre undersøkelser.  Rådyret døde som følge av kollisjonen, sak opprettes for videre undersøkelser. ",2023-05-31T23:22:57.6622789+00:00,4
911,2357b7,Sør-Øst Politidistrikt,204,7,Tønsberg,2357b7-0,Politiet bistår politiet i å ta ned luftambulanse i en helse sak. ,2023-10-20T19:36:36.3426141+00:00,6
914,23902c,Øst Politidistrikt,202,4,Frogn,23902c-0,"Nødetatene rykker ut til melding om trafikkulykke i Frogntunnelen. Trafikale utfordringer, tunnelen er stengt. Oppdateres. Trafikkulykke skjedd ifm. forbikjøring inne i tunnelen. En skadd person fraktet til Ahus. Tunnelen  er fortsatt stengt, men er tømt for trafikk. Det jobbes med opprydding etter ulykken. Bil skal berges og det er skader inne i tunnelen som må utbedres. Tunnelen åpen igjen og trafikken går som normalt.",2023-08-21T08:14:12.6698441+00:00,1
917,237kww,Trøndelag Politidistrikt,209,1,Trondheim,237kww-0,Fått melding om person som løper i trikkesporet på Lian.  Politiet varsler Gråkallbanen.,2023-08-19T18:01:38.0725567+00:00,7
919,23b8l3,Møre og Romsdal Politidistrikt,208,4,Ålesund,23b8l3-0,"Vi rykker ut til Digernes etter at ein bil har køyrd i autovernet på Stettevegen. 1 person i bilen. Framstår ikkje skadd, men vert ivaretatt av ambulansepersonell på staden.",2023-08-10T18:25:10.9985496+00:00,1
923,234kwj,Agder Politidistrikt,205,7,Agder politidistrikt,234kwj-0,"Meldinger om at publikum blir oppringt av noen personer som presenterer seg som at de ringer fra Hitra og Frøya Lensmannskontor. Ønsker bankopplysninger. Dette er forsøk på bedrageri. Ikke oppgi personlig info, kontonummer eller Bank ID. ",2023-09-28T16:00:12.4137848+00:00,5
928,23j39k,Sør-Øst Politidistrikt,204,3,Ringerike,23j39k-0,17:03 UP har hatt laserkontroll. 7 forelegg. Høyeste 83 km/t i 60 sona. I tillegg 1 beslag av førerkort grunnet antall prikker. ,2023-07-16T18:31:23.3479695+00:00,1
932,2361n1,Sør-Øst Politidistrikt,204,4,Tønsberg,2361n1-0,"Nødetatene er på stedet etter melding om trafikkulykke på stedet. Påkjørsel bakfra. Det er nedsatt hastighet i nordgående løp.  3 personer ble kjørt til legevakt for sjekk. 

Mann i 20 årene blir anmeldt for å ha kjørt i bilen foran. Førerkortet hans ble beslaglagt. Bilene ble tauet inn og veien er ryddet.",2023-08-13T14:51:18.0359012+00:00,1
938,23htn6,Trøndelag Politidistrikt,209,7,Trondheim,23htn6-0,"Melding om at flere vitner på Blomsterbrua har hørt et stort plask. Ingen har sett noe. Politi og brann undersøker om noen kan ha falt i vannet.  Plasket stammer sannsynligvis fra en el-sparkesykkel som nå har blitt hentet opp av brannbåten. Denne har trolig nettopp havnet i vannet, da lyktet fortsatt lyste. Avslutter på stedet.",2023-08-27T00:33:33.3895406+00:00,2
939,23197f,Agder Politidistrikt,205,4,Kristiansand,23197f-0,"Kl 1855. Ambulanse og politi rykker ut til ulykke på Hellemyr - syklist funnet på fortau - er ved bevissthet, men skadegrad er ukjent. Hendelsesforløp er så langt ukjent. Oppdateres.  Syklist er kjørt av gårde med ambulanse for videre sjekk og behandling. Politiet er på stedet og forsøker å innhente opplysninger om hva som evt har skjedd. Politiet har snakket med personer på stedet, men ingen har sett selve ulykke. Det er så langt ingen indikasjoner på at det har vært andre personer eller kjøretøy involvert, men dette er ikke helt bekreftet enda. Politiet undersøker videre.",2023-08-02T17:01:27.4326436+00:00,1
945,23c5qx,Troms Politidistrikt,211,7,Tromsø,23c5qx-0,Politiet rykket ut til Tromsdalen etter melding om at noen fløy med drone innenfor forbudssonen til Tromsø lufthavn. Dronepilot påtruffet og tatt med til politihuset for avhør. Sak opprettes.,2023-09-27T15:37:40.4760548+00:00,5
947,234sgd,Trøndelag Politidistrikt,209,8,Stjørdal,234sgd-0,"kl. 2300 politiet og frivillige samt redningshelikopter søker etter savnet mann i området Hegra.

Beskrivelse: mann 18 år/nordisk, normal kroppsbygning, kort svart hår, ca 175 høy.

Iført: Blå hettegenser, svart treningsbukse og blå sko.

tips: 02800

. I forbindelse med savnet person i Hegra er politi og frivillige i søk. Det er ikke ønskelig at uorganiserte driver søk på eget initiativ i området. Vi ønsker derimot tips på tlf 73489400. Savnede er funnet omkommet. Pårørende er varslet, og blir ivaretatt.  Vi retter takk til alt av frivillige mannskaper som har deltatt i søk disse dagene.",2023-08-07T01:50:43.2357616+00:00,12
953,23d8qg,Agder Politidistrikt,205,1,Kristiansand,23d8qg-0,Kl: 09:10: politiet fikk melding om en mann som gikk i tunnelen retn. Kristiansand sentrum. En patr. tok kontroll på mannen på Varoddbrua og fikk ham bort fra veien. Instruert i hvor det er tillatt og fornuftig å bevege seg til fots.,2023-10-15T08:55:30.846847+00:00,5
957,23qp4l,Troms Politidistrikt,211,6,Tromsø,23qp4l-0,Like etter klokken 23 fikk politiet melding slåssing inne på et utested. Patrulje og en ambulanse har vært på stedet. En mindre skade ble undersøkt av ambulanse. Politiet opprettet sak og tatt noen avhør før på stedet. Ingen pågrepet. Rettelse/presisering: Tatt avhør på stedet før partene ble dimittert.,2023-09-20T22:42:00.2588078+00:00,5
960,23t9mt,Sør-Øst Politidistrikt,204,1,Holmestrand,23t9mt-0,"Kl 16:16 Politiet er på vei til sørgående tunnelløp E18 etter mange meldinger om en dame som går langs veiskulderen. VTS er varslet og skilter ned hastighet.  Kvinnen har gått over i nordgående tunnelløp. Tunnelen er midlertidig stengt. Politiet er fortsatt på vei til stedet. Politiet har kontroll på damen, E18 åpnes for normal ferdsel. Kvinnen i 30 årene fremsto ruset. Hun spyttet på patruljen. Hun ble innbragt til arrest og anmeldt.",2023-07-06T14:21:34.0480693+00:00,4
961,234wfp,Sør-Øst Politidistrikt,204,3,Kongsberg,234wfp-0,"01:56 Fikk politiet melding om innbrudd i en hytte på Meheia. Politiet møtte trolig gjerningspersonene i en VW Caddy, som noe senere ble lokalisert på vei opp til Jonsknuten. Søk i området har foregått i en periode med hundepatrulje og helikopter uten funn. Politiet er interessert i observasjoner dersom noen har sett personer i Saggrenda eller nærområdet som kan ha med dette å gjøre.",2023-07-22T03:19:43.4774094+00:00,0
962,23chh4,Trøndelag Politidistrikt,209,1,Levanger,23chh4-0,Mopedvelt i Bergbygda. Meldt om mulig personskade. Skal ikke være flere involverte. Nødetatene rykker ut til stedet.,2023-07-12T15:56:55.8467298+00:00,7
964,230q17,Møre og Romsdal Politidistrikt,208,7,Molde,230q17-0,Mann i slutten av 20 årene pågrepet av politiet for oppbevaring av narkotika. Politiet har i samme sak ransaket siktedes bopel. Pågrepne innsatt i varetekt. ,2023-07-17T00:13:33.9750079+00:00,5
967,23pl6v,Sør-Øst Politidistrikt,204,5,Drammen,23pl6v-0,"Patruljen måtte bistå en taxi-sjåfør, med en kunde som var overstadig beruset og ikke ville ut av bilen. Den utenlandske mannen i 40-årene kunne ikke gjøre rede for seg - og ble således innbrakt til arresten. ",2023-10-01T04:20:56.8455349+00:00,1
978,232g1r,Trøndelag Politidistrikt,209,10,Trondheim,232g1r-0,En hvit Samojed har stukket av hjemmefra på Nardo. Eier beskriver den som en snill hund. Politiet kan formidle kontakt med eier dersom noen ser eller tar vare på den. ,2023-07-28T09:25:50.3576503+00:00,7
986,23tw6h,Møre og Romsdal Politidistrikt,208,7,Tingvoll,23tw6h-0,En person er tatt vare på av politiet og satt i drukkenskapsarrest. Vedkommende var svært beruset og ute av stand til å ta vare på seg selv.,2023-08-20T02:25:36.6613357+00:00,5
993,233xz6,Trøndelag Politidistrikt,209,3,Trondheim,233xz6-0,"Vekter ba om vår bistand etter å ha tatt kontakt med en vanskelig tyv.  Tyven var utagerende mot vår patrulje også, og er kjørt i arrest.  Vedkommende var i besittelse av to kniver, som tas i beslag.",2023-08-01T19:02:53.714733+00:00,5
994,23dg8d,Vest Politidistrikt,207,4,Voss,23dg8d-0,To bilar involverte i trafikkulykke. Store materielle skadar.  4 personar. Alle ute av bilane og medvitne.,2023-09-20T17:55:56.7478196+00:00,1
1002,238hff,Sør-Øst Politidistrikt,204,4,Larvik,238hff-0,"Nødetatene rykker ut etter melding om trafikkulykke. 

Meldingen oppdateres.  Politiet på stedet. 2 biler og 3 personer involvert. Partene fremstår ikke skadet. Ulykken har skjedd i lav hastighet. Bilberger har hentet bilene. Fører av den ene bilen, mann i 80 årene, har ""duppet av litt"" og kolliderte i den andre bilen. Førerkortet til mannen ble beslaglagt med samtykke.",2023-10-11T10:20:15.6002255+00:00,1
1005,23c4lh,Sør-Øst Politidistrikt,204,3,Drammen,23c4lh-0,"kl 01:45 - UP stanset en personbil ført av en mann i 20 årene, etter at den ble målt til 159 km/t. Fartsgrense på sted for måling var 110 km/t. Mannen ble anmeldt for forholdet og fikk førerkortet midlertidig beslaglagt ",2023-06-10T01:36:04.9891027+00:00,1
1013,23prnv,Trøndelag Politidistrikt,209,7,Inderøy,23prnv-0,"Det er observert en liten båt som nå har satt seg fast i skjæra i nærheten av hytta til innringer. Trolig drevet dit i løpet av natta. Årene ligger i båten, og det er snakk om en Linder 400 aluminiumsbåt med en 9.9Hk Tohatsu.   Båteier ringte akkurat.",2023-08-28T07:22:42.1303527+00:00,11
1016,23h68m,Vest Politidistrikt,207,7,Årdal,23h68m-0,Mørkledd mann går retning Årdalstangen. Han har ikke refleks og er lite synlig for andre trafikanter. Kjør forsiktig og vær oppmerksom på mannen !  Politiet er på vei.  Mannen har kommet seg ut av tunnelen.,2023-07-07T09:51:17.2825063+00:00,1
1019,23gll6,Sør-Øst Politidistrikt,204,3,Skien,23gll6-0,"kl 08:22 - Politiet har vært på stedet og gjennomført åstedsundersøkelse etter melding om innbrudd i flere boder til borettslag. Det er blant annet borttatt en elsykkel, verktøy og sølvtøy. Politiet har avsluttet på stedet. ",2023-09-11T09:47:17.9240023+00:00,0
1023,23pnjh,Sør-Øst Politidistrikt,204,1,Ringerike,23pnjh-0,"14:14 Nødetater rykker ut til trafikkulykke i Ådalen. En traktor med henger som har hatt en rundvelt. Fører er ute av traktoren, men har noe smerter. Veien er sperret, traktor og henger står på tvers. Oppdateres. Fører av traktor er tatt med av ambulansen og kjøres til sykehuset for sjekk. Det er en stor traktor som har veltet og sperrer hele veibanen. Hengeren med mange rundballer ligger utenfor veien. Det har blitt store skader på veibanen. Traktorfører er avhørt og førerkortet hans ble besluttet beslaglagt.",2023-06-28T12:22:28.6046297+00:00,4
1027,23fxs9,Sør-Øst Politidistrikt,204,7,Bamble,23fxs9-0,"Kl. 07:16 I løpet av natten har noen begått skadeverk på flere anleggsmaskiner på stedet. Patrulje har vært på stedet, og sikret dokumentasjon og oppretter sak på forholdet.",2023-06-08T08:49:28.2747641+00:00,5
1028,23wctq,Sør-Øst Politidistrikt,204,4,Ål,23wctq-0,"17:53 Melding om trafikkulykke på RV 7 litt før Ål når man kommer fra Geilo. En bil har kjørt i autovernet. 3 personer i bilen. Fremstår ikke som alvorlig pr nå. 
Det bygger seg opp en del kø på stedet. Oppdateres.  Bilen blokkere trafikken og dette skaper trafikale problemer. Ambulansen sjekker de involverte. Bilberging kommer snart. Trafikken går som normalt. 2 personer i bilen er fraktet til legevakten. Det er besluttet førerkort beslag og sak opprettet. Fører var en kvinne i 20 årene fra Nesodden.",2023-07-25T15:57:26.1148936+00:00,1
1029,23zbp2,Møre og Romsdal Politidistrikt,208,2,Kristiansund,23zbp2-0,Naudetatane rykker ut til Omagata/Algea etter melding om eksplosjon i ein tank inne i lokala. Vi har ikkje informasjon om nokon er skadd. 3 personar har tatt seg ut av lokala. Vert oppdatert. Det er foreløpig ukjent kva slags tank og innhold som har eksplodert. Røykdykkarar er inne i bygget og søker. Foreløpig vurdering er at det ikkje er behov for ytterligare evakuering. Kjemikaliedykkarar har vore inne på anlegget til Algea og kontatert at det er ein trykkmålar som har eksplodert. Dette førte til ein lekkasje i  ein tank som inneholdt ei blanding av salpetersyre og vatn. Alt trykk på anlegget er stengt av og det er starta sanering.,2023-08-19T15:43:20.072618+00:00,7
